string1   	string2	Entity	Performance	Usability	Security	polarity
"I was just looking this up. I found it really strange too. It's one thing to hide the exception, but to drop it altogether? What if I really want to know the contents of the exception? I expected a getError() method but... it's a really strange design decision.   "	"A checked exception doesn't strictly require a try-catch block, of course. PrintStream is rarely used in production code, and its usage within the core libraries is limited to logging, where failures can be safely ignored.  "	PrintStream	0	1	0	0
"I was just looking this up. I found it really strange too. It's one thing to hide the exception, but to drop it altogether? What if I really want to know the contents of the exception? I expected a getError() method but... it's a really strange design decision.   "	"A checked exception doesn't strictly require a try-catch block, of course. PrintStream is rarely used in production code, and its usage within the core libraries is limited to logging, where failures can be safely ignored.  "	code	0	1	0	0
"I was just looking this up. I found it really strange too. It's one thing to hide the exception, but to drop it altogether? What if I really want to know the contents of the exception? I expected a getError() method but... it's a really strange design decision.   "	"They could still throw a runtime exception, instead of the IOException, rather than setting an internal flag.  "	runtime	0	0	0	0
"I was just looking this up. I found it really strange too. It's one thing to hide the exception, but to drop it altogether? What if I really want to know the contents of the exception? I expected a getError() method but... it's a really strange design decision.   "	"They could still throw a runtime exception, instead of the IOException, rather than setting an internal flag.  "	IOException	0	0	0	0
What exactly do you need to do?   	"For anyone looking, that gettext library was split out from Tennera as ,JGettext,: ,github.com/zanata/jgettext  "	gettext	0	0	0	0
What exactly do you need to do?   	"For anyone looking, that gettext library was split out from Tennera as ,JGettext,: ,github.com/zanata/jgettext  "	Tennera	0	0	0	0
"Did you take a look at ,Idilia's Language Graph,. For real-applications, you will find the content much more complete than Wordnet. There is a Web API with Java examples.   "	Hi Noor. So which one you found better?	Idilia's	0	0	0	0
"Did you take a look at ,Idilia's Language Graph,. For real-applications, you will find the content much more complete than Wordnet. There is a Web API with Java examples.   "	Hi Noor. So which one you found better?	Wordnet	0	0	0	0
"Did you take a look at ,Idilia's Language Graph,. For real-applications, you will find the content much more complete than Wordnet. There is a Web API with Java examples.   "	"Only #2 supports WordNet versions older than 2.0 (a necessary feature for my project) but it's much slower than what I used before (JAWS: ,lyle.smu.edu/~tspell/jaws ,)  "	Idilia's	0	0	0	0
"Did you take a look at ,Idilia's Language Graph,. For real-applications, you will find the content much more complete than Wordnet. There is a Web API with Java examples.   "	"Only #2 supports WordNet versions older than 2.0 (a necessary feature for my project) but it's much slower than what I used before (JAWS: ,lyle.smu.edu/~tspell/jaws ,)  "	#2	0	1	0	0
"Did you take a look at ,Idilia's Language Graph,. For real-applications, you will find the content much more complete than Wordnet. There is a Web API with Java examples.   "	To user495285 have used all three with wordnet 3.0.	Idilia's	0	1	0	0
"Did you take a look at ,Idilia's Language Graph,. For real-applications, you will find the content much more complete than Wordnet. There is a Web API with Java examples.   "	To user495285 have used all three with wordnet 3.0.	Wordnet	0	1	0	0
"Did you take a look at ,Idilia's Language Graph,. For real-applications, you will find the content much more complete than Wordnet. There is a Web API with Java examples.   "	To user495285 have used all three with wordnet 3.0.	Web	0	1	0	0
"I would say the license is a thing and the support another. open-source softwares are only support purchasable, on the other-hand the commercial ones have them purchasable the both: the license and the support.   "	"I have done this in a project and created the ,API, and the project from scratch (OK, it took a lot of time), I don't think you can find an ,API,, at the end of the day, you need to either code it, or buy it.  "	both	0	0	0	0
"I would say the license is a thing and the support another. open-source softwares are only support purchasable, on the other-hand the commercial ones have them purchasable the both: the license and the support.   "	"I have done this in a project and created the ,API, and the project from scratch (OK, it took a lot of time), I don't think you can find an ,API,, at the end of the day, you need to either code it, or buy it.  "	API	0	1	0	0
Seems like an odd way to post the associated movies. What's the method method in your rest controller look like?   	"I'm going to post only one associated movie. On the movie page you can add actors for the movie you are viewing, so I thought that doing only one request was the best way. Tell me whether to send two requests (one for the new Actor and one for the new relationship between Movie and Actor) would be a better choice.  "	Movie	0	0	0	0
Seems like an odd way to post the associated movies. What's the method method in your rest controller look like?   	"I'm going to post only one associated movie. On the movie page you can add actors for the movie you are viewing, so I thought that doing only one request was the best way. Tell me whether to send two requests (one for the new Actor and one for the new relationship between Movie and Actor) would be a better choice.  "	Actor)	0	0	0	0
NULL	"I remember reading about this, and it's because recording accelerometer data takes too much battery power, and it's more efficient to make step-detection logic into an IC.  "	this	1	0	0	0
NULL	"I remember reading about this, and it's because recording accelerometer data takes too much battery power, and it's more efficient to make step-detection logic into an IC.  "	it's	1	0	0	0
"I remember reading about this, and it's because recording accelerometer data takes too much battery power, and it's more efficient to make step-detection logic into an IC.   "	"More evidence that it's a ""no"" - ,community.fitbit.com/t5/Web-API-Development   "	this	1	0	0	0
"I remember reading about this, and it's because recording accelerometer data takes too much battery power, and it's more efficient to make step-detection logic into an IC.   "	"More evidence that it's a ""no"" - ,community.fitbit.com/t5/Web-API-Development   "	it's	1	0	0	0
"Needing to visually verify that the compilation of expectedly non-compilable code doesn't work doesn't seem to be in the spirit of unit testing, which should be able to run with the click of a button or a quick keyboard shortcut.  You could maybe write a testcase that verifies that the class files have not been generated automatically (if you've just compiled everything), but it seems you'd get frequent warnings that there are compilation errors in your project that would grow annoyong.   "	"To Mark: I want to test this because I want to use generics in my API, and I want to make sure that it's done correctly, i.e. that it's both flexible (not too restrictive) and type-safe (not too relaxed).  "	generics	0	1	0	0
"Needing to visually verify that the compilation of expectedly non-compilable code doesn't work doesn't seem to be in the spirit of unit testing, which should be able to run with the click of a button or a quick keyboard shortcut.  You could maybe write a testcase that verifies that the class files have not been generated automatically (if you've just compiled everything), but it seems you'd get frequent warnings that there are compilation errors in your project that would grow annoyong.   "	"To Mark: I want to test this because I want to use generics in my API, and I want to make sure that it's done correctly, i.e. that it's both flexible (not too restrictive) and type-safe (not too relaxed).  "	type-safe	0	1	0	0
"I think if you do a good job creating the DSL, it is going to transcend the individual project anyway :)   "	"To Louis, what is a 'Java DSL'? what is the definition of that?  "	'Java	0	0	0	0
"I think if you do a good job creating the DSL, it is going to transcend the individual project anyway :)   "	"To Louis, what is a 'Java DSL'? what is the definition of that?  "	that	0	0	0	0
NULL	what about 1.5 or before.. any reference ?	1.5	0	0	0	0
NULL	what about 1.5 or before.. any reference ?	before	0	0	0	0
what about 1.5 or before.. any reference ?   	"To Nrj: there was no platform-independant way to do it before Java 6. You could use Runtime.exec() to call platform-specific mechanisms via the shell, such as Windows' ,start, command.  "	1.5	0	0	0	0
what about 1.5 or before.. any reference ?   	"To Nrj: there was no platform-independant way to do it before Java 6. You could use Runtime.exec() to call platform-specific mechanisms via the shell, such as Windows' ,start, command.  "	Runtime.exec()	0	1	0	0
"Anyone else looking into this, i have also found: ,libgmail.sourceforge.net,NULL   But I haven't tested it yet.   "	"You might also want to check out the ,oauth2, module, for authentication with oauth. With that you can just do ,imap.authenticate(url, consumer, token), and don't need to worry about using ,xoauth,.  "	this	0	1	1	1
"Anyone else looking into this, i have also found: ,libgmail.sourceforge.net,NULL   But I haven't tested it yet.   "	"You might also want to check out the ,oauth2, module, for authentication with oauth. With that you can just do ,imap.authenticate(url, consumer, token), and don't need to worry about using ,xoauth,.  "	oauth2	0	1	1	1
That's just its definition.  It's been that way for some time.  Maybe the better question is why haven't they fixed it?   	"date formatting is so complex and expensive, the overhead of 1 object should be negligible. the real constraint was probably from Calendar API that makes it impossible to design a thread safe and fast formatter. the Calendar API is apparently badly designed and widely hated.  "	Calendar	0	1	0	0
That's just its definition.  It's been that way for some time.  Maybe the better question is why haven't they fixed it?   	"date formatting is so complex and expensive, the overhead of 1 object should be negligible. the real constraint was probably from Calendar API that makes it impossible to design a thread safe and fast formatter. the Calendar API is apparently badly designed and widely hated.  "	Calendar	1	1	0	0
NULL	"To kaleeswaran14 not sure. Maybe the ,.setForce(true), is important here?  "	sure	0	0	0	0
NULL	"To kaleeswaran14 not sure. Maybe the ,.setForce(true), is important here?  "	setForce(true)	0	0	0	0
"Can you provide more information? What version of HBase are you using? Are there concurrent writes to that row? It might be that version 12345678L gets successfully stored, but you have system provided timestamps that are newer than 12345678L. Try getting all versions of that row and checking whether 12345678L is there.   "	"And how are you ""getting"" the row? Is through the Java API or through HBase Shell? In HBase Shell you should specify many versions, like ""hbase> get 't1', 'r1', {VERSIONS => 100}"". In the Java API, the Result object from HTable.get(Get) has two methods: getColumnLatest and getColumn. The latter is a list of versions.  "	HTable.get(Get)	0	1	0	0
"Can you provide more information? What version of HBase are you using? Are there concurrent writes to that row? It might be that version 12345678L gets successfully stored, but you have system provided timestamps that are newer than 12345678L. Try getting all versions of that row and checking whether 12345678L is there.   "	"And how are you ""getting"" the row? Is through the Java API or through HBase Shell? In HBase Shell you should specify many versions, like ""hbase> get 't1', 'r1', {VERSIONS => 100}"". In the Java API, the Result object from HTable.get(Get) has two methods: getColumnLatest and getColumn. The latter is a list of versions.  "	getColumnLatest	0	1	0	0
"Can you provide more information? What version of HBase are you using? Are there concurrent writes to that row? It might be that version 12345678L gets successfully stored, but you have system provided timestamps that are newer than 12345678L. Try getting all versions of that row and checking whether 12345678L is there.   "	"And how are you ""getting"" the row? Is through the Java API or through HBase Shell? In HBase Shell you should specify many versions, like ""hbase> get 't1', 'r1', {VERSIONS => 100}"". In the Java API, the Result object from HTable.get(Get) has two methods: getColumnLatest and getColumn. The latter is a list of versions.  "	getColumn	0	1	0	0
No they need to wait for the entire data as it is usually content that needs to be displayed..   	"Instead of the deprecated ,InputSupplier,, Guava offers ,ByteSource, and ,CharSource, since version 14.  "	Guava	0	0	0	0
No they need to wait for the entire data as it is usually content that needs to be displayed..   	"Instead of the deprecated ,InputSupplier,, Guava offers ,ByteSource, and ,CharSource, since version 14.  "	ByteSource	0	0	0	0
No they need to wait for the entire data as it is usually content that needs to be displayed..   	"Instead of the deprecated ,InputSupplier,, Guava offers ,ByteSource, and ,CharSource, since version 14.  "	CharSource	0	0	0	0
How are you creating your httpClient?   	Edited. My bad :)	httpClient	0	0	0	0
How are you creating your httpClient?   	Edited. My bad :)	My	0	0	0	0
NULL	"JAX-WS is about SOAP, JAX-,RS, is about REST.  "	JAX-WS	0	0	0	0
NULL	"JAX-WS is about SOAP, JAX-,RS, is about REST.  "	JAX-RS	0	0	0	0
"JAX-WS is about SOAP, JAX-,RS, is about REST.   "	Added some code to my answer. :)	JAX-WS	0	0	0	0
"JAX-WS is about SOAP, JAX-,RS, is about REST.   "	Added some code to my answer. :)	JAX-RS	0	0	0	0
"JAX-WS is about SOAP, JAX-,RS, is about REST.   "	Added some code to my answer. :)	REST	0	0	0	0
"JAX-WS is about SOAP, JAX-,RS, is about REST.   "	To JakubKulhan See the 3rd link. You have there a full working REST server Jersey example with Tomcat as server and Android on client side.	Tomcat	0	0	0	0
"JAX-WS is about SOAP, JAX-,RS, is about REST.   "	To JakubKulhan See the 3rd link. You have there a full working REST server Jersey example with Tomcat as server and Android on client side.	Android	0	0	0	0
It looks like you have to do several queries to get all results each time increasing the .setStart(int). I might be mistaken there though.   	"What does ,projectDefects.getTotalResultSize(), give you? 200 as well?  "	setStart(int)	0	1	0	0
It looks like you have to do several queries to get all results each time increasing the .setStart(int). I might be mistaken there though.   	"What does ,projectDefects.getTotalResultSize(), give you? 200 as well?  "	projectDefects.getTotalResultSize()	0	1	0	0
"Its mentioned on the ,icon, field of the Notification class. And on this page: ,developer.android.com/guide/topics/ui/notifiers ,, but I agrees it's poorly documented for the builders.   "	"Neither ,setSmallIcon, nor ,setLargeIcon, are showing in my app when I use RemoteView.  "	setSmallIcon	0	0	0	0
"Its mentioned on the ,icon, field of the Notification class. And on this page: ,developer.android.com/guide/topics/ui/notifiers ,, but I agrees it's poorly documented for the builders.   "	"Neither ,setSmallIcon, nor ,setLargeIcon, are showing in my app when I use RemoteView.  "	setLargeIcon	0	0	0	0
"Its mentioned on the ,icon, field of the Notification class. And on this page: ,developer.android.com/guide/topics/ui/notifiers ,, but I agrees it's poorly documented for the builders.   "	"Neither ,setSmallIcon, nor ,setLargeIcon, are showing in my app when I use RemoteView.  "	RemoteView	0	1	0	0
NULL	"As your plugins are called by a helper, you can select on the browser a model element by ,yourModelElementObj.locateInBrowser(), and then running the helper for that model element by ,yourActiveRhapsodyApp.runHelper(""Your Helper Name"");, where yourModelElementObj is of the type of the model element you have chosen the helper to run, yourActiveRhapsodyApp is your active Rhapsody instance and ""Your Helper Name"" is the name of the helper that you written on its *.hep I've tried this on Rhapsody9.0.1x64 for the Ada Developer for populating flowcharts programatically through the API successfully  "	Helper	0	0	0	0
NULL	"As your plugins are called by a helper, you can select on the browser a model element by ,yourModelElementObj.locateInBrowser(), and then running the helper for that model element by ,yourActiveRhapsodyApp.runHelper(""Your Helper Name"");, where yourModelElementObj is of the type of the model element you have chosen the helper to run, yourActiveRhapsodyApp is your active Rhapsody instance and ""Your Helper Name"" is the name of the helper that you written on its *.hep I've tried this on Rhapsody9.0.1x64 for the Ada Developer for populating flowcharts programatically through the API successfully  "	Name	0	0	0	0
"Unfortunately it doesn't work. I passed it as an aditional parameter in the request, same error message persists...   "	"Read more about calling this method: ,vk.com/dev/account.getProfileInfo,, It works only for Standalone applications (mobile) and only through Implicit Flow.  "	vk.com/dev/account.getProfileInfo	0	1	0	0
"Unfortunately it doesn't work. I passed it as an aditional parameter in the request, same error message persists...   "	"Read more about calling this method: ,vk.com/dev/account.getProfileInfo,, It works only for Standalone applications (mobile) and only through Implicit Flow.  "	It	0	1	0	0
"Thanks Remees, it works perfectly, except that I had to specify WebsiteId, StoreId & GroupId, which you had commented out.   "	"To BabyinCoding , Sorry man, I worked this in a long before. Anyway i will take a look and let you know if anything positive.  "	out	0	1	0	0
"Thanks Remees, it works perfectly, except that I had to specify WebsiteId, StoreId & GroupId, which you had commented out.   "	"To BabyinCoding , Sorry man, I worked this in a long before. Anyway i will take a look and let you know if anything positive.  "	BabyinCoding	0	1	0	0
"Thanks Remees, it works perfectly, except that I had to specify WebsiteId, StoreId & GroupId, which you had commented out.   "	"To BabyinCoding , Sorry man, I worked this in a long before. Anyway i will take a look and let you know if anything positive.  "	Sorry	0	1	0	0
"This isn't subjective in the ""what is better, vim, visual studio or butterflies?"" kind of sense and more ""what is the design rationale behind this?"" kind of sense, in my lowly opinion is worth asking. +1.   "	"I agree with To Ninefingers that the question is valid and interesting, even if slightly subjective. Still, it feels to me like this question might find a better home over at programmers.stackexchange.com, though.  "	better	0	0	0	0
"This isn't subjective in the ""what is better, vim, visual studio or butterflies?"" kind of sense and more ""what is the design rationale behind this?"" kind of sense, in my lowly opinion is worth asking. +1.   "	"I agree with To Ninefingers that the question is valid and interesting, even if slightly subjective. Still, it feels to me like this question might find a better home over at programmers.stackexchange.com, though.  "	To	0	0	0	0
"This isn't subjective in the ""what is better, vim, visual studio or butterflies?"" kind of sense and more ""what is the design rationale behind this?"" kind of sense, in my lowly opinion is worth asking. +1.   "	"I use iPOJO for Karaf (OSGi) this supports discovery. The handling code can be simple, though it can be a little more complicated if you want to make it dynamic and efficient.  "	better	0	1	0	0
"This isn't subjective in the ""what is better, vim, visual studio or butterflies?"" kind of sense and more ""what is the design rationale behind this?"" kind of sense, in my lowly opinion is worth asking. +1.   "	"I use iPOJO for Karaf (OSGi) this supports discovery. The handling code can be simple, though it can be a little more complicated if you want to make it dynamic and efficient.  "	iPOJO	0	1	0	0
NULL	"I noticed this in the documentation, attempting a solution using To BeanParam now -thanks.  "	To	0	0	0	0
NULL	"I noticed this in the documentation, attempting a solution using To BeanParam now -thanks.  "	#NAME?	0	0	0	0
"Factoring the product of two large primes is notoriously hard, how big are the factors?   "	"To TapasBose: You can test primality with Miller-Rabin or Baillie-Wagstaff. See my ,essay, for Miller-Rabin or my ,blog, for Baillie-Wagstaff. I also have elliptic curve and quadratic sieve implementations at my blog.  "	primality	0	1	0	0
"Factoring the product of two large primes is notoriously hard, how big are the factors?   "	"To TapasBose: You can test primality with Miller-Rabin or Baillie-Wagstaff. See my ,essay, for Miller-Rabin or my ,blog, for Baillie-Wagstaff. I also have elliptic curve and quadratic sieve implementations at my blog.  "	Miller-Rabin	0	0	0	0
NULL	"A 403 is a ,forbidden, error.  Are you sure that you are using the API properly?  "	A	0	0	0	0
NULL	"A 403 is a ,forbidden, error.  Are you sure that you are using the API properly?  "	API	0	0	0	0
"A 403 is a ,forbidden, error.  Are you sure that you are using the API properly?   "	"Hey, an error occurred only in the last week Before that everything works fine with the same code  "	API	0	0	0	0
"A 403 is a ,forbidden, error.  Are you sure that you are using the API properly?   "	"Hey, an error occurred only in the last week Before that everything works fine with the same code  "	properly	0	0	0	0
I'll assume that you're asking about whether you should write Java code directly or access HBase via REST. The answer depends on the needs of your application.   	i found it. Thanks for your help.	REST	0	1	0	0
I'll assume that you're asking about whether you should write Java code directly or access HBase via REST. The answer depends on the needs of your application.   	i found it. Thanks for your help.	it	0	0	0	0
NULL	I only use System.in and System.out in my IO class wrapper - So that won't take too long.  So I suppose the answer is just to use a TextArea. Thanks!	System.in	0	1	0	0
NULL	I only use System.in and System.out in my IO class wrapper - So that won't take too long.  So I suppose the answer is just to use a TextArea. Thanks!	System.out	0	1	0	0
NULL	"Where are you looking because I see: ""public ArrayList(Collection<? extends E> c)""  "	ArrayList(Collection<	0	0	0	0
NULL	"Where are you looking because I see: ""public ArrayList(Collection<? extends E> c)""  "	E>	0	0	0	0
"Where are you looking because I see: ""public ArrayList(Collection<? extends E> c)""   "	"To jzd, that's what the OP put already on this question....  "	ArrayList(Collection<	0	0	0	0
"Where are you looking because I see: ""public ArrayList(Collection<? extends E> c)""   "	"To jzd, that's what the OP put already on this question....  "	E>	0	0	0	0
"Where are you looking because I see: ""public ArrayList(Collection<? extends E> c)""   "	"Thank you very much, now I got it.  "	ArrayList(Collection<	0	1	0	0
"Where are you looking because I see: ""public ArrayList(Collection<? extends E> c)""   "	"Thank you very much, now I got it.  "	E>	0	0	0	0
"MediaRecorder.OnInfoListener, seems to have ,MEDIA_RECORDER_INFO_MAX_FILESIZE_REACHED, error message, maybe it gave you means to show a Toast?   "	I added code I have at the moment but the callback is not triggered when the file reaches its max size. Where I go wrong?	MediaRecorder.OnInfoListener	0	0	0	0
"MediaRecorder.OnInfoListener, seems to have ,MEDIA_RECORDER_INFO_MAX_FILESIZE_REACHED, error message, maybe it gave you means to show a Toast?   "	I added code I have at the moment but the callback is not triggered when the file reaches its max size. Where I go wrong?	callback	0	0	0	0
"MediaRecorder.OnInfoListener, seems to have ,MEDIA_RECORDER_INFO_MAX_FILESIZE_REACHED, error message, maybe it gave you means to show a Toast?   "	"You are using constant value ,2000, for Toast length, maybe you should use ,Toast.LENGTH_SHORT, or ,Toast.LENGTH_LONG, instead?  "	Toast.LENGTH_SHORT	0	1	0	0
"MediaRecorder.OnInfoListener, seems to have ,MEDIA_RECORDER_INFO_MAX_FILESIZE_REACHED, error message, maybe it gave you means to show a Toast?   "	"You are using constant value ,2000, for Toast length, maybe you should use ,Toast.LENGTH_SHORT, or ,Toast.LENGTH_LONG, instead?  "	Toast.LENGTH_LONG	0	1	0	0
"Java is quite poor when it comes to monitoring activity in ,other apps,. You'd need some native OS-level support for that.   "	To Thilo Java is designed not grab data from other applications in ways which would be useful for hackers. ;)	Thilo	0	1	0	0
"Java is quite poor when it comes to monitoring activity in ,other apps,. You'd need some native OS-level support for that.   "	To Thilo Java is designed not grab data from other applications in ways which would be useful for hackers. ;)	Java	0	1	0	0
NULL	"This is more broadly referred to as ""service-oriented architecture""  "	This	0	0	0	0
NULL	"This is more broadly referred to as ""service-oriented architecture""  "	architecture	0	0	0	0
"Well you would use another thread. That's the one that completes the ,CompletableFuture, and enables the result to be sent.   "	so what does it mean when people say Async improves API response time. How so exactly?	CompletableFuture	0	1	0	0
"Well you would use another thread. That's the one that completes the ,CompletableFuture, and enables the result to be sent.   "	so what does it mean when people say Async improves API response time. How so exactly?	Async	0	1	0	0
NULL	"Because it makes it possible to easily change the implementation, without changing the code that uses the API. See also: ,Type List vs ArrayList  "	also	0	0	0	0
NULL	"Because it makes it possible to easily change the implementation, without changing the code that uses the API. See also: ,Type List vs ArrayList  "	List	0	0	0	0
NULL	"Because it makes it possible to easily change the implementation, without changing the code that uses the API. See also: ,Type List vs ArrayList  "	ArrayList	0	0	0	0
"Because it makes it possible to easily change the implementation, without changing the code that uses the API. See also: ,Type List vs ArrayList   "	"See ,stackoverflow.com/questions/383947   "	also	0	1	0	0
"Because it makes it possible to easily change the implementation, without changing the code that uses the API. See also: ,Type List vs ArrayList   "	"See ,stackoverflow.com/questions/383947   "	List	0	0	0	0
"Because it makes it possible to easily change the implementation, without changing the code that uses the API. See also: ,Type List vs ArrayList   "	"See ,youtube.com/watch?v=aAb7hSCtvGw  "	also	0	1	0	0
"Because it makes it possible to easily change the implementation, without changing the code that uses the API. See also: ,Type List vs ArrayList   "	"See ,youtube.com/watch?v=aAb7hSCtvGw  "	List	0	0	0	0
"first revision: ""I could write anal setters"". Wow ... whatever way you want to swing with your setters I won't judge.   "	Based on the feedback here I have decided to use constructor injection and to remove the default constructor as the parent of a component can never change by design (immutable heritage).  There is a single interface type that is permitted to have an empty parent and all methods that call getParent() are aware that the top node will return null.  If any other type of class provides null in the constructor then I throw an IllegalArgumentException so that it will fail fast. I also documented in the code that parent should always be non-null (along with the exceptional case).	getParent()	0	1	0	0
"first revision: ""I could write anal setters"". Wow ... whatever way you want to swing with your setters I won't judge.   "	Based on the feedback here I have decided to use constructor injection and to remove the default constructor as the parent of a component can never change by design (immutable heritage).  There is a single interface type that is permitted to have an empty parent and all methods that call getParent() are aware that the top node will return null.  If any other type of class provides null in the constructor then I throw an IllegalArgumentException so that it will fail fast. I also documented in the code that parent should always be non-null (along with the exceptional case).	IllegalArgumentException	0	0	0	0
"While this is sound advice, I think his question was about proving that Weblogic will invalidate session EJBs when their methods throw uncaught exceptions.   "	"well, it's arguable and accepted that no code beyond the top-layer should ever be catching Errors - certainly doing so in EJB layers (or servlet layers, or DAO layers, etc) is a bad practice.  "	layers	0	0	0	0
"While this is sound advice, I think his question was about proving that Weblogic will invalidate session EJBs when their methods throw uncaught exceptions.   "	"well, it's arguable and accepted that no code beyond the top-layer should ever be catching Errors - certainly doing so in EJB layers (or servlet layers, or DAO layers, etc) is a bad practice.  "	DAO	0	0	0	0
"well, it's arguable and accepted that no code beyond the top-layer should ever be catching Errors - certainly doing so in EJB layers (or servlet layers, or DAO layers, etc) is a bad practice.   "	"cheers guys, i guess the best is really to throw them the pudding into the face....  thanks for your help  but anyway some weblogic doc would still be appreciated ;-)  "	layers	0	1	0	0
"well, it's arguable and accepted that no code beyond the top-layer should ever be catching Errors - certainly doing so in EJB layers (or servlet layers, or DAO layers, etc) is a bad practice.   "	"cheers guys, i guess the best is really to throw them the pudding into the face....  thanks for your help  but anyway some weblogic doc would still be appreciated ;-)  "	DAO	0	1	0	0
"well, it's arguable and accepted that no code beyond the top-layer should ever be catching Errors - certainly doing so in EJB layers (or servlet layers, or DAO layers, etc) is a bad practice.   "	"cheers guys, i guess the best is really to throw them the pudding into the face....  thanks for your help  but anyway some weblogic doc would still be appreciated ;-)  "	layers	0	1	0	0
Do you know which format should be the correct one for the Android youtube app?   	Some up-votes would be appreciated for the work I've done... Process of elimination: H.263 is more compressed than MPEG-4. So go with 1	elimination	0	0	0	0
Do you know which format should be the correct one for the Android youtube app?   	Some up-votes would be appreciated for the work I've done... Process of elimination: H.263 is more compressed than MPEG-4. So go with 1	H.263	0	0	0	0
NULL	"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.  "	Sound	0	1	0	0
NULL	"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.  "	Control	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	I don't see a trend towards supporting it in software so I wonder if there is going to be a lack of support in hardware. That's my concern. And if there is we need to find some other way to create musical applications. So I'm trying to figure out if there is already an alternative that I don't know about and that I should be considering.	Sound	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	I don't see a trend towards supporting it in software so I wonder if there is going to be a lack of support in hardware. That's my concern. And if there is we need to find some other way to create musical applications. So I'm trying to figure out if there is already an alternative that I don't know about and that I should be considering.	Control	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To devdon, I don't see why you think MIDI is going away.  It definitely isn't, and if you want to support something that has the most support outside of your application, MIDI is the way to go now, and in the future.  "	Open	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To devdon, I don't see why you think MIDI is going away.  It definitely isn't, and if you want to support something that has the most support outside of your application, MIDI is the way to go now, and in the future.  "	Sound	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To devdon, I don't see why you think MIDI is going away.  It definitely isn't, and if you want to support something that has the most support outside of your application, MIDI is the way to go now, and in the future.  "	Control	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To Brad, you are most probably right. I'm just interested in two things: why there is (for the moment) decreasing support for such a common standard and what might replace it digitally if it goes away.  "	Open	0	1	0	0
"To Ross: Open Sound Control looks very interesting. It will get a good chunk of my time today. But it doesn't necessarily replace MIDI as much as stand in for it, at least the way I read the home page. There must be a technological leap away from MIDI, doesn't there? If we can't access synthesizers through MIDI or OSC, what do we do? That is the question I'm trying to ask. What if we have to do real interactivity with DSP? Or some other hardware? I don't know hardware... I only know a bit of MIDI and c++.   "	"To Brad, you are most probably right. I'm just interested in two things: why there is (for the moment) decreasing support for such a common standard and what might replace it digitally if it goes away.  "	Sound	0	1	0	0
