String	Entity	Performance	Usability	Security	Others	Sentiment
Did you try invalidate and repaint? Maybe make it 100 milli seconds instead of 2 seconds.	invalidate	0	1	0	1	o
Did you try invalidate and repaint? Maybe make it 100 milli seconds instead of 2 seconds.	repaint	0	1	0	0	o
"Yes I've tried doing invalidate, validate & repaint both contentPane and JFrame."	contentPane	0	0	0	1	o
"Yes I've tried doing invalidate, validate & repaint both contentPane and JFrame."	JFrame	0	0	0	1	o
"I have updated Main as you said.   With loading the globals in MyLib.java, "".loaded"" doesn't seem to exist for me."	Main	0	0	0	0	o
"I have updated Main as you said.   With loading the globals in MyLib.java, "".loaded"" doesn't seem to exist for me."	globals	0	0	0	0	o
"This is an example of what's being called ""microservices"". The best approach is in fact generally to just use a JSON REST API; Spring ,To ResponseBody,/,To RestController, and ,RestTemplate, make that sort of communication painless."	what's	0	1	0	0	o
"This is an example of what's being called ""microservices"". The best approach is in fact generally to just use a JSON REST API; Spring ,To ResponseBody,/,To RestController, and ,RestTemplate, make that sort of communication painless."	JSON	0	1	0	1	o
"This is an example of what's being called ""microservices"". The best approach is in fact generally to just use a JSON REST API; Spring ,To ResponseBody,/,To RestController, and ,RestTemplate, make that sort of communication painless."	RestController	0	1	0	0	o
"Search for ""Spring Security and microservices"". There have been a number of talks on the subject recently."	Security	0	0	0	1	o
"Search for ""Spring Security and microservices"". There have been a number of talks on the subject recently."	microservices	0	0	0	1	o
"Of course they can share code. You can have ,foo(a,b,c), implemented as ,return foo(a,b,c,false),."	foo(abc)	0	1	0	1	o
"Of course they can share code. You can have ,foo(a,b,c), implemented as ,return foo(a,b,c,false),."	return	0	1	0	1	o
"Is there an OptionalBoolean? ,stackoverflow.com/questions/23922134 "	OptionalBoolean	0	0	0	1	o
"Is there an OptionalBoolean? ,stackoverflow.com/questions/23922134 "	stackoverflow.com/questions/23922134	0	0	0	1	o
"To Thilo There is indeed one - but, as I just managed to see, has the full path ,com.sun.javafx.scene.control.behavior.OptionalBoolean,, so not one of the standard ones..."	Thilo	0	0	0	0	n
"To Thilo There is indeed one - but, as I just managed to see, has the full path ,com.sun.javafx.scene.control.behavior.OptionalBoolean,, so not one of the standard ones..."	There	0	0	0	0	n
"That will exhibit the same ambiguity with ,null, parameters."	That	0	0	0	1	o
"That will exhibit the same ambiguity with ,null, parameters."	null	0	0	0	1	o
where ever you want to stop thread use this: handler.removeCallbacks(interval);    Thank you!!	this	0	1	0	0	o
where ever you want to stop thread use this: handler.removeCallbacks(interval);    Thank you!!	handler.removeCallbacks(interval)	0	1	0	1	o
"Glen is as usual right. You cannot do ""classic"" autodiscovery with OAUTH (although there is a separate OAUTH friendly Discovery api for REST and Office365 - but that only helps for REST APIS). You need to know the user is using Office365 and hardcode the EWS url. Then what you say is ok"	REST	0	0	0	0	o
"Glen is as usual right. You cannot do ""classic"" autodiscovery with OAUTH (although there is a separate OAUTH friendly Discovery api for REST and Office365 - but that only helps for REST APIS). You need to know the user is using Office365 and hardcode the EWS url. Then what you say is ok"	Office365	0	0	0	0	o
I don't know what to add. What don't you understand?	What	0	1	0	1	o
I don't know what to add. What don't you understand?	don't	0	1	0	1	n
"It's a bit unclear what you mean here. You're talking about ,user, triggering build using ,Java API,, which doesn't quite make sense."	user	0	0	0	0	o
"It's a bit unclear what you mean here. You're talking about ,user, triggering build using ,Java API,, which doesn't quite make sense."	Java	0	0	0	0	o
"It's a bit unclear what you mean here. You're talking about ,user, triggering build using ,Java API,, which doesn't quite make sense."	sense	0	0	0	1	o
"To JohnStadt you probably want to use Jenkins CLI for that, as suggested in that answer. Java API is something you would use from Java code, in your own Jenkins plugin."	Java	0	1	0	0	o
"To JohnStadt you probably want to use Jenkins CLI for that, as suggested in that answer. Java API is something you would use from Java code, in your own Jenkins plugin."	code	0	1	0	0	o
"Using the chunked POST media/upload endpoint requires an adjusted workflow from single image uploads. For video or chunked uploads, you must:  Initialize the upload using the INIT command That is what the command for. For more commands refer ,dev.twitter.com/rest/public/uploading-media#chunkedupload"	POST	0	0	0	0	o
"Using the chunked POST media/upload endpoint requires an adjusted workflow from single image uploads. For video or chunked uploads, you must:  Initialize the upload using the INIT command That is what the command for. For more commands refer ,dev.twitter.com/rest/public/uploading-media#chunkedupload"	endpoint	0	1	0	0	o
any example of chunkedupload video?	chunkedupload	0	0	0	1	o
any example of chunkedupload video?	video	0	0	0	1	o
"This is a old PR.  I update the PR to support full async upload of large video files 512mb and 140sec.  ,github.com/yusuke/twitter4j/pull/255"	PR	0	0	0	0	o
"This is a old PR.  I update the PR to support full async upload of large video files 512mb and 140sec.  ,github.com/yusuke/twitter4j/pull/255"	512mb	0	1	0	0	o
"This is a old PR.  I update the PR to support full async upload of large video files 512mb and 140sec.  ,github.com/yusuke/twitter4j/pull/255"	140sec	0	0	0	0	o
"Suggestion for working allot with JNI : use a IDE for C++ to create the native part, then use a IDE for Java / Android to test the wrapper. Don't make the mistake of using Eclipse /Net Beans / InteliJ for native... you would be better off with notepad++  and copiler. 2nd thing you need to take into account : When working on desktop, debug using a C++ wrapper equivalent to the java wrapper to test on desktop . This will give you breakpoints and save you the incredible headaches of trying to debug native code when having a java entry point :)."	JNI	0	1	0	0	o
"Suggestion for working allot with JNI : use a IDE for C++ to create the native part, then use a IDE for Java / Android to test the wrapper. Don't make the mistake of using Eclipse /Net Beans / InteliJ for native... you would be better off with notepad++  and copiler. 2nd thing you need to take into account : When working on desktop, debug using a C++ wrapper equivalent to the java wrapper to test on desktop . This will give you breakpoints and save you the incredible headaches of trying to debug native code when having a java entry point :)."	C++	0	1	0	0	o
"wait, I can debug C++ code in notepad++ ? Why should I not use Netbeans for native ? I can debug native code as well. And finally, following your instructions, I would end up copying and pasting code between, say, notepad++ and Android Studio ?"	notepad++	0	1	0	0	o
"wait, I can debug C++ code in notepad++ ? Why should I not use Netbeans for native ? I can debug native code as well. And finally, following your instructions, I would end up copying and pasting code between, say, notepad++ and Android Studio ?"	Android	0	1	0	0	o
"For generating SHA1 to get ,Google API Key, you have to use signed apk certificate."	apk	0	1	0	1	o
"For generating SHA1 to get ,Google API Key, you have to use signed apk certificate."	certificate	0	1	0	0	o
"Yes. ,grepcode.com/file/repository.grepcode.com/java/root/jdk/openjdk "	Yes	0	0	0	1	o
"Yes. ,grepcode.com/file/repository.grepcode.com/java/root/jdk/openjdk "	grepcode.com/file/repository.grepcode.com/java/root/jdk/openjdk	0	0	0	1	o
How would you check videos with this? The command line tool can do this too. But I didn't find a method in Java.	this	0	0	0	0	o
How would you check videos with this? The command line tool can do this too. But I didn't find a method in Java.	Java	0	1	0	0	o
"It should mean that your ""user_id"" field is an Integer. Use ,dbObj.getInteger(""user_id""), or ,Integer.parseInt(dbObj.get(""user_Id"").toString()), instead."	Integer.parseInt(dbObj.get(user_Id).toString())	0	1	0	1	o
"It should mean that your ""user_id"" field is an Integer. Use ,dbObj.getInteger(""user_id""), or ,Integer.parseInt(dbObj.get(""user_Id"").toString()), instead."	instead	0	1	0	0	o
"I certainly wouldn't use RMI for sending huge amounts of data. It's an OO RPC protocol. I would use FTP, FTP, or FTP."	FTPFTP	0	1	0	0	o
"I certainly wouldn't use RMI for sending huge amounts of data. It's an OO RPC protocol. I would use FTP, FTP, or FTP."	FTP	0	1	0	0	o
"Refer this question: ,stackoverflow.com/questions/14398697 "	question	0	0	0	1	o
"Refer this question: ,stackoverflow.com/questions/14398697 "	stackoverflow.com/questions/14398697	0	0	0	1	o
"use this - new Gson().fromJson(""json string"",DirectionApiResponse.class);"	Gson().fromJson(json	0	1	0	0	p
"use this - new Gson().fromJson(""json string"",DirectionApiResponse.class);"	stringDirectionApiResponse.class)	0	1	0	0	o
Use StringRequest in place of JsonObjectRequest	StringRequest	0	1	0	0	o
Use StringRequest in place of JsonObjectRequest	JsonObjectRequest	0	1	0	0	o
"github.com/wso2-extensions/identity-workflow-impl-bps/tree , this is part of the project, we can put this jar into m2 and access it in other codes.Classes in the org.wso2.carbon.identity.workflow.impl package are the API. Different projects can access functionalities through them. Other classes in other packages (eg:dao) are not supposed to access by outside classes."	org.wso2.carbon.identity.workflow.impl	0	1	0	1	o
"github.com/wso2-extensions/identity-workflow-impl-bps/tree , this is part of the project, we can put this jar into m2 and access it in other codes.Classes in the org.wso2.carbon.identity.workflow.impl package are the API. Different projects can access functionalities through them. Other classes in other packages (eg:dao) are not supposed to access by outside classes."	them	0	0	0	0	o
"Have a look at SSL, there are some free SSL providers out there and it will create an encrypted connection between the two endpoints, making the body almost impossible to read."	SSL	0	0	0	1	o
"Have a look at SSL, there are some free SSL providers out there and it will create an encrypted connection between the two endpoints, making the body almost impossible to read."	SSL	0	0	0	1	o
"Ah okay, i will look at both suggestions. Maybe i will come back later :) Thx guys."	Thx	0	0	0	1	o
"Ah okay, i will look at both suggestions. Maybe i will come back later :) Thx guys."	guys	0	0	0	1	o
"It should be noted that the Apache HTTP is deprecated. You may read on the documentation about ,making HTTP requests"	Apache	0	0	0	0	o
"It should be noted that the Apache HTTP is deprecated. You may read on the documentation about ,making HTTP requests"	making	0	0	0	1	o
"It should be noted that the Apache HTTP is deprecated. You may read on the documentation about ,making HTTP requests"	requests	0	0	0	1	o
"I also found some performance issues of the WebView for my project java-fx and further information on that topic can be found here: ,stackoverflow.com/questions/10762979 "	WebView	0	0	0	1	o
"I also found some performance issues of the WebView for my project java-fx and further information on that topic can be found here: ,stackoverflow.com/questions/10762979 "	here	0	0	0	1	o
"nwjs.io, looks interesting! I currently use the WebView inside some Eclipse plugins as a bridge from Java to JavaScript .... to be able to use the JavaScript library d3.js for scientific plotting in Eclipse ( ,github.com/stefaneidelloth/treez, ). I guess that it won't be possible to apply nw.js for that use case but I'll have a look."	nwjs.io	0	1	0	0	o
"nwjs.io, looks interesting! I currently use the WebView inside some Eclipse plugins as a bridge from Java to JavaScript .... to be able to use the JavaScript library d3.js for scientific plotting in Eclipse ( ,github.com/stefaneidelloth/treez, ). I guess that it won't be possible to apply nw.js for that use case but I'll have a look."	Java	0	1	0	0	o
"PS. Your original question is really answered by using GWT elemental. I don't really understand why you are looking at JavaFX, it is not an API for manipulating HTML, as your original question. It is a  seperate paradigm which rests on HTMl etc. Elemental gives you really the full web API, including CanvasElement (and about 200 more classes)."	GWT	0	1	0	0	o
"PS. Your original question is really answered by using GWT elemental. I don't really understand why you are looking at JavaFX, it is not an API for manipulating HTML, as your original question. It is a  seperate paradigm which rests on HTMl etc. Elemental gives you really the full web API, including CanvasElement (and about 200 more classes)."	HTMl	0	1	0	0	o
"How are you getting on with Tom's answer below, To RaghunandanJ?"	below	0	0	0	1	o
"How are you getting on with Tom's answer below, To RaghunandanJ?"	To	0	0	0	1	o
"How are you getting on with Tom's answer below, To RaghunandanJ?"	RaghunandanJ	0	0	0	1	o
What is your communication method between your UI and java?	What	0	0	0	1	o
What is your communication method between your UI and java?	java	0	0	0	1	o
To Erik Jersey framework is used	Erik	0	1	0	0	o
To Erik Jersey framework is used	Jersey	0	1	0	0	o
"You might be able to do that. Swift supports multi-part uploads, so based on how a Java server handles the file upload, it should be possible."	Swift	0	1	0	0	o
"You might be able to do that. Swift supports multi-part uploads, so based on how a Java server handles the file upload, it should be possible."	multi-part	0	1	0	0	o
"I don't know what the JSON you get back looks like, but the Gson converter for Retrofit should already handle that POJO stuff for you."	JSON	0	0	0	1	o
"I don't know what the JSON you get back looks like, but the Gson converter for Retrofit should already handle that POJO stuff for you."	Gson	0	1	0	0	o
can you give me sample code for using Gnip Historical APIs or the tutorial link To andypiper ?	Historical	0	0	0	1	o
can you give me sample code for using Gnip Historical APIs or the tutorial link To andypiper ?	tutorial	0	0	0	1	o
"There are a range of samples on the Gnip support pages. ,support.gnip.com/code/search_api.html"	Gnip	0	0	0	1	o
"There are a range of samples on the Gnip support pages. ,support.gnip.com/code/search_api.html"	pages	0	0	0	1	o
"Gnip is a paid product so you'd need to get in touch with them for pricing and access details. It is not the same as Twitter4j, but it looks like Gnip4j might be an alternative. ,github.com/zauberlabs/gnip4j"	Gnip	0	0	0	1	p
"Gnip is a paid product so you'd need to get in touch with them for pricing and access details. It is not the same as Twitter4j, but it looks like Gnip4j might be an alternative. ,github.com/zauberlabs/gnip4j"	Twitter4j	0	1	0	1	p
"Thanks Jim, that did the trick. Those links which I had blundered past now make sense. Headers and Footers are style properties rather than 'page' or 'document' properties."	Headers	0	0	0	1	o
"Thanks Jim, that did the trick. Those links which I had blundered past now make sense. Headers and Footers are style properties rather than 'page' or 'document' properties."	Footers	0	0	0	1	o
"There is no definite answer but the header is not intended to be the response. It's meta data. You can always return a custom ,Response, object that contains all the fileds you like, it can act like a container for everything like ,stackoverflow.com/questions/12806386 "	data	0	0	0	1	o
"There is no definite answer but the header is not intended to be the response. It's meta data. You can always return a custom ,Response, object that contains all the fileds you like, it can act like a container for everything like ,stackoverflow.com/questions/12806386 "	You	0	0	0	0	o
"I doubt this is your problem, but technically, I believe you should be using ,javax.net.ssl.HttpsURLConnection, instead of ,java.net.HttpURLConnection,. Again, I doubt that is the problem here, but it's just a friendly suggestion."	javax.net.ssl.HttpsURLConnection	0	1	0	0	p
"I doubt this is your problem, but technically, I believe you should be using ,javax.net.ssl.HttpsURLConnection, instead of ,java.net.HttpURLConnection,. Again, I doubt that is the problem here, but it's just a friendly suggestion."	java.net.HttpURLConnection	0	1	0	0	o
"To Simbu your Java program uses Http not Https connection, may be try replacing your ,http request config, to use http not https"	Java	0	1	0	0	o
"To Simbu your Java program uses Http not Https connection, may be try replacing your ,http request config, to use http not https"	Https	0	1	0	0	o
To David Dossot I have changed content-type to text/plain and Accept as JSON. I am getting the same error. I have updated my question with these changes. I am not sure where i am deviating from java to esb mule.	content-type	0	0	0	1	o
To David Dossot I have changed content-type to text/plain and Accept as JSON. I am getting the same error. I have updated my question with these changes. I am not sure where i am deviating from java to esb mule.	text/plain	0	0	0	1	o
To David Dossot I have changed content-type to text/plain and Accept as JSON. I am getting the same error. I have updated my question with these changes. I am not sure where i am deviating from java to esb mule.	Accept	0	0	0	0	o
Thanks a lot David. I resolved it by going through your steps. I ihave seen many of your answers in this forum. All those are helping us. Thanks. I had two mistakes ESB mule 1) i have to send content-type as 'application/x-www-form-urlencoded' 2) i have to send post params in the url. After these two steps i got successful response in ESB mule.	steps	0	0	0	0	o
Thanks a lot David. I resolved it by going through your steps. I ihave seen many of your answers in this forum. All those are helping us. Thanks. I had two mistakes ESB mule 1) i have to send content-type as 'application/x-www-form-urlencoded' 2) i have to send post params in the url. After these two steps i got successful response in ESB mule.	content-type	0	0	0	0	o
"To user5118993, i do not have any tutorial for that. The scenario you look for can be done easily in JMeter. You need to use 'Regular Expression Extractor' to parse the response & get the text you want to send along with the next request. Please google it. In case of issues, raise your question here."	'Regular	0	1	0	1	o
"To user5118993, i do not have any tutorial for that. The scenario you look for can be done easily in JMeter. You need to use 'Regular Expression Extractor' to parse the response & get the text you want to send along with the next request. Please google it. In case of issues, raise your question here."	Expression	0	1	0	1	o
"To user5118993, i do not have any tutorial for that. The scenario you look for can be done easily in JMeter. You need to use 'Regular Expression Extractor' to parse the response & get the text you want to send along with the next request. Please google it. In case of issues, raise your question here."	Extractor'	0	1	0	1	o
read the oauth2 official google pages and inside the drive api official page (authorizing requests)	oauth2	0	0	0	1	o
read the oauth2 official google pages and inside the drive api official page (authorizing requests)	requests)	0	0	0	1	o
"You are printing the whole object, try printing specific data like currentLocation.getLatitude() for example."	currentLocation.getLatitude()	0	1	0	1	o
"You are printing the whole object, try printing specific data like currentLocation.getLatitude() for example."	example	0	1	0	0	o
"I'd suggest you look into EIP. Something like Apache Camel has ,content-based routing,, which you can base on data only if you map both data and calls in your routes."	Apache	0	0	0	0	o
"I'd suggest you look into EIP. Something like Apache Camel has ,content-based routing,, which you can base on data only if you map both data and calls in your routes."	Camel	0	0	0	1	o
"I have updated answer with information about ,doOnSubscribe,. I'm not sure what you mean by ""pause"". I assume you do not want user progression until this API call has finished. In which cause, when it's loading, disable all buttons that cause actions that require the response to have returned already."	doOnSubscribe	0	0	0	1	o
"I have updated answer with information about ,doOnSubscribe,. I'm not sure what you mean by ""pause"". I assume you do not want user progression until this API call has finished. In which cause, when it's loading, disable all buttons that cause actions that require the response to have returned already."	pause	0	0	0	1	o
Getting error from volley:- org.json.JSONException: value null at totalEpisodes of type org.json.JSONObject$1 cannot be converted to int	volley-	0	0	0	1	o
Getting error from volley:- org.json.JSONException: value null at totalEpisodes of type org.json.JSONObject$1 cannot be converted to int	org.json.JSONObject$1	0	0	0	1	o
"Is your ""totalEpisodes"" and ,int, or ,long,?"	totalEpisodes	0	0	0	1	o
"Is your ""totalEpisodes"" and ,int, or ,long,?"	int	0	0	0	1	o
"Is your ""totalEpisodes"" and ,int, or ,long,?"	long	0	0	0	1	o
make sure api logging is on in the configure->api->settings tab and you should see everything sent back and forth to TWS.	configure->api->settings	0	0	0	1	o
make sure api logging is on in the configure->api->settings tab and you should see everything sent back and forth to TWS.	TWS	0	0	0	1	o
"I have tried to take a look at api logging under C:\Jts directory, but it does not contain the historical data feed details in there. I suppose the historicalData function does not run at all to print the OHLC data."	C\Jts	0	0	0	1	o
"I have tried to take a look at api logging under C:\Jts directory, but it does not contain the historical data feed details in there. I suppose the historicalData function does not run at all to print the OHLC data."	historicalData	0	0	0	1	o
"Question has nothing to do with ,machine-learning, - kindly do not spam irrelevant tags (removed)."	Question	0	0	0	1	n
"Question has nothing to do with ,machine-learning, - kindly do not spam irrelevant tags (removed)."	machine-learning	0	0	0	1	o
"This doesn't make sense at all :) FormParam and QueryParam are part of the resource identifies, why do you want to pass it as a part of the URI and not pass it as a payload ?"	FormParam	0	0	0	1	o
"This doesn't make sense at all :) FormParam and QueryParam are part of the resource identifies, why do you want to pass it as a part of the URI and not pass it as a payload ?"	QueryParam	0	0	0	1	o
"what do you mean by ""provide an example"" ? Just wrap the whole request into ,.post(), and that's all"	provide	0	1	0	1	o
"what do you mean by ""provide an example"" ? Just wrap the whole request into ,.post(), and that's all"	post()	0	1	0	1	o
Endpoint is using https ?	Endpoint	0	0	0	0	o
Endpoint is using https ?	https	0	0	0	0	o
"sorry for that mistake, I edited the post and added the ViewModel class, I'm trying to implement a nested RecyclerView the parent recycler should show genres names and the horizontal recyclers that has a list of movies based on the genres. however, I only get the names and inner RecyclerViews show nothing. when I tried to pass only one id instead of looping over a list of different ids (like in the second loop in main activity) everything worked fine, but of course all the inner RecyclerView showed the same list so i wanted to use a loop and pass different Ids."	nested	0	0	0	1	o
"sorry for that mistake, I edited the post and added the ViewModel class, I'm trying to implement a nested RecyclerView the parent recycler should show genres names and the horizontal recyclers that has a list of movies based on the genres. however, I only get the names and inner RecyclerViews show nothing. when I tried to pass only one id instead of looping over a list of different ids (like in the second loop in main activity) everything worked fine, but of course all the inner RecyclerView showed the same list so i wanted to use a loop and pass different Ids."	recycler	0	1	0	1	o
You need to enocde your Request Params. Spaces and hyphens need to be encoded.	Request	0	0	0	1	o
You need to enocde your Request Params. Spaces and hyphens need to be encoded.	Spaces	0	0	0	1	o
"Try to use ,**.findAll, instead of ,**.find"	**.findAll	0	1	0	0	o
"Try to use ,**.findAll, instead of ,**.find"	**.find	0	1	0	0	o
"ok so the API just handles like storing the data and stuff, then I just like make POST requests to tell the API to make new users and stuff? Is that the general gist of things"	API	0	1	0	1	o
"ok so the API just handles like storing the data and stuff, then I just like make POST requests to tell the API to make new users and stuff? Is that the general gist of things"	things	0	1	0	1	o
"Spring Boot is a framework, not a language; it can be used with Java or with Kotlin.  If you don't have any ties to Java, Kotlin is arguably a nicer language, and interoperates perfectly with all Java-based frameworks."	Boot	0	1	0	0	p
"Spring Boot is a framework, not a language; it can be used with Java or with Kotlin.  If you don't have any ties to Java, Kotlin is arguably a nicer language, and interoperates perfectly with all Java-based frameworks."	Java	0	1	0	0	p
"Spring Boot is a framework, not a language; it can be used with Java or with Kotlin.  If you don't have any ties to Java, Kotlin is arguably a nicer language, and interoperates perfectly with all Java-based frameworks."	Kotlin	0	1	0	0	p
"You can ,Ctrl,-click an identifier (variable name, method name, etc), and intellij will jump to either where it was declared (if clicked in the ""wild""), or it will show you usages of the identifier if you're already clicking where it was declared"	etc)	0	0	0	1	o
"You can ,Ctrl,-click an identifier (variable name, method name, etc), and intellij will jump to either where it was declared (if clicked in the ""wild""), or it will show you usages of the identifier if you're already clicking where it was declared"	intellij	0	0	0	1	o
"The first project it's like a Base project where some teams need the Jar file as input. It's correct in this case the composite build? The first project should be some king of agnistic to other projects, I shouldn't specify the project I want to link the first one"	Base	0	0	0	0	o
"The first project it's like a Base project where some teams need the Jar file as input. It's correct in this case the composite build? The first project should be some king of agnistic to other projects, I shouldn't specify the project I want to link the first one"	Jar	0	0	0	0	o
"Yes it's been compiled locally, I will try with multiproject build approach. Thanks!"	approach	0	0	0	0	o
"Yes it's been compiled locally, I will try with multiproject build approach. Thanks!"	Thanks	0	1	0	0	o
"Excelente, i think so too... but, now... how can i convert this String to Array? sorry i know its easy but im new in Java..."	String	0	1	0	0	o
"Excelente, i think so too... but, now... how can i convert this String to Array? sorry i know its easy but im new in Java..."	Array	0	1	0	0	o
"I want, in a future, cannot to call another API if it is not in configuration file. Tell me if im not clear"	future	0	0	0	1	o
"I want, in a future, cannot to call another API if it is not in configuration file. Tell me if im not clear"	API	0	0	0	1	o
"It seems, there is some issue in reading the jsonString. Please post the actual code to better debug your issue. Provide your jsonString and the actual you are usiong to parse it."	jsonString	0	0	0	1	o
"It seems, there is some issue in reading the jsonString. Please post the actual code to better debug your issue. Provide your jsonString and the actual you are usiong to parse it."	jsonString	0	0	0	1	o
"You can use ,patch,. While ,put, updates all the fields ,patch, only updates particular fields."	patch	0	1	0	0	o
"You can use ,patch,. While ,put, updates all the fields ,patch, only updates particular fields."	put	0	1	0	0	o
"Thanks for the quick reply prasad_ I've updated my post with the FolderController, FolderService, FolderDao, AbstractDao, and MongoDBConfiguration code. Maybe your elven eyes will see something I missed. Still getting the error as of now!"	FolderService	0	0	0	1	o
"Thanks for the quick reply prasad_ I've updated my post with the FolderController, FolderService, FolderDao, AbstractDao, and MongoDBConfiguration code. Maybe your elven eyes will see something I missed. Still getting the error as of now!"	FolderDao	0	0	0	1	o
"Thanks for the quick reply prasad_ I've updated my post with the FolderController, FolderService, FolderDao, AbstractDao, and MongoDBConfiguration code. Maybe your elven eyes will see something I missed. Still getting the error as of now!"	AbstractDao	0	0	0	1	o
"Thanks for the quick reply prasad_ I've updated my post with the FolderController, FolderService, FolderDao, AbstractDao, and MongoDBConfiguration code. Maybe your elven eyes will see something I missed. Still getting the error as of now!"	MongoDBConfiguration	0	0	0	1	o
"yeah, sure, thought it might trigger some ideas. Like ,To SoapHeader, is very similar to ,To RequestHeader"	Like	0	1	0	1	o
"yeah, sure, thought it might trigger some ideas. Like ,To SoapHeader, is very similar to ,To RequestHeader"	To	0	1	0	1	o
"yeah, sure, thought it might trigger some ideas. Like ,To SoapHeader, is very similar to ,To RequestHeader"	SoapHeader	0	0	0	1	o
"yeah, sure, thought it might trigger some ideas. Like ,To SoapHeader, is very similar to ,To RequestHeader"	To	0	1	0	1	o
"Glad, it helped! Please consider to accept the answer! ;) Welcome to ,Stack Overflow,! :-)"	Overflow	0	0	0	1	o
"Glad, it helped! Please consider to accept the answer! ;) Welcome to ,Stack Overflow,! :-)"	-)	0	1	0	1	o
"That must be because of the naming convention that JPA follows. Try renaming ,findCustom, with JPA standard. Ex. Consider you StudentModel has ,name, field, then rename method to ,findByName,. It should resolve the issue."	findCustom	0	0	0	1	o
"That must be because of the naming convention that JPA follows. Try renaming ,findCustom, with JPA standard. Ex. Consider you StudentModel has ,name, field, then rename method to ,findByName,. It should resolve the issue."	JPA	0	0	0	1	o
"Would you be able to show me where the /libs folder is in the project file tree structure is? Or do you mean the ""/External/ Libraries"" directory?"	/libs	0	0	0	1	o
"Would you be able to show me where the /libs folder is in the project file tree structure is? Or do you mean the ""/External/ Libraries"" directory?"	/External/	0	0	0	1	o
"I have added token as Dio().options.headers[""Authorization""] = ""Bearer $token""; but also it reflects same error"	token	0	0	0	1	o
"I have added token as Dio().options.headers[""Authorization""] = ""Bearer $token""; but also it reflects same error"	Dio().options.headers[Authorization]	0	1	0	0	o
"Shouldnt it work already wit ,To JsonProperty,?"	To	0	1	0	1	o
"Shouldnt it work already wit ,To JsonProperty,?"	JsonProperty	0	0	0	1	o
It should given that the OP is using Jackson and that the latter has been configured correctly. However it is not clearly stated that they are using Jackson correctly.	Jackson	0	0	0	0	o
It should given that the OP is using Jackson and that the latter has been configured correctly. However it is not clearly stated that they are using Jackson correctly.	Jackson	0	0	0	0	o
"Look up ""token bucket rate limiting."" Guava's is easy enough to use, but there are others."	limiting	0	1	0	0	o
"Look up ""token bucket rate limiting."" Guava's is easy enough to use, but there are others."	Guava's	0	1	0	0	p
"Check ,dzone.com/articles "	Check	0	0	0	1	o
"Check ,dzone.com/articles "	dzone.com/articles	0	0	0	1	o
"To lucasnguyen17 I have kinda figured out the problem , problem was caused by Cucumber Before annotation , where i usually put my BaseURL , until today I have been using only one BaseURL , but today I have had to test the public APIs , where the BaseURl is little different & i added new BaseURL in properties file , where I usually store my tokens and URLs, I have a method which reads values from properties file, so I removed Before annotation & put the BaseURL directly to the request , and it worked , but I still don't understand the issue , what is the exact problem?"	Cucumber	0	1	0	0	n
"To lucasnguyen17 I have kinda figured out the problem , problem was caused by Cucumber Before annotation , where i usually put my BaseURL , until today I have been using only one BaseURL , but today I have had to test the public APIs , where the BaseURl is little different & i added new BaseURL in properties file , where I usually store my tokens and URLs, I have a method which reads values from properties file, so I removed Before annotation & put the BaseURL directly to the request , and it worked , but I still don't understand the issue , what is the exact problem?"	BaseURL	0	1	0	0	n
"No need to delete. Just ,edit, it."	Just	0	0	0	1	o
"No need to delete. Just ,edit, it."	edit	0	0	0	1	o
"No need to delete. Just ,edit, it."	it	0	0	0	1	o
"I agree that you still need to use URLEncoder, what I said that you can replace the ,UTF-8, String inside ,URLEncoder.encode, with ,StandardCharsets.UTF_8,."	URLEncoder.encode	0	1	0	0	o
"I agree that you still need to use URLEncoder, what I said that you can replace the ,UTF-8, String inside ,URLEncoder.encode, with ,StandardCharsets.UTF_8,."	StandardCharsets.UTF_8	0	1	0	0	o
"Are you looking for: ,stackoverflow.com/questions/22817430 , ?"	stackoverflow.com/questions/22817430	0	0	0	1	o
"Are you looking for: ,stackoverflow.com/questions/22817430 , ?"		0	0	0	1	o
"It's because OP uses ,findAll(), that I'm not telling him to create a new method with a native query. And why is it totally wrong to use ,findAll(), to get data from DB ?"	OP	0	1	0	1	o
"It's because OP uses ,findAll(), that I'm not telling him to create a new method with a native query. And why is it totally wrong to use ,findAll(), to get data from DB ?"	findAll()	0	1	0	1	o
To Dr.VonGravly You got ambiguous url error because you have same url for delete operation and findbyUf operation is same change one of them	Dr.VonGravly	0	0	0	0	n
To Dr.VonGravly You got ambiguous url error because you have same url for delete operation and findbyUf operation is same change one of them	You	0	0	0	0	n
"Can you draw any hints from the tests for the specification-arg-resolver project? E.g. ,github.com/tkaczmarzyk/specification-arg-resolver/blob/master "	E.g	0	0	0	0	o
"Can you draw any hints from the tests for the specification-arg-resolver project? E.g. ,github.com/tkaczmarzyk/specification-arg-resolver/blob/master "	github.com/tkaczmarzyk/specification-arg-resolver/blob/master	0	0	0	0	o
role vs roleS my friend. you did a typo misstake on your SignUpRequest object	typo	0	0	0	1	o
role vs roleS my friend. you did a typo misstake on your SignUpRequest object	misstake	0	0	0	1	o
Does your backend expect camelCase keys and you are sending snake_case? Try changing the json key from is_in_a_warehouse to isInAWarehouse.	is_in_a_warehouse	0	0	0	1	o
