string1   	string2	Entity	Performance	Usability	Security	Others	Sentiment
See the sample ,here,. You have to call ,client.sendPost   	"Ive updated the code but im getting : com.gurock.testrail.APIException: TestRail API returned HTTP 500(""Invalid characters in URI: [/api/v2/index_php?/api/v2/add_run/24]"")  "	client.sendPost	0	0	0	1	o
Read this blog post, on the NetworkOnMainThreadException for more information. It explains why this occurs on Android 3.0 and above.   	I took this approach, too, and didn't have any problems. Guardian is too fussy sometimes.  	too	0	0	0	0	n
Perhaps to discourage you from adding them into hash-based data structures? Can you give some specific classes which do this?   	I am using Spoon Square, and data structures are CtElement, and sub classes.  	Spoon	0	1	0	0	o
Mainly in JAVA EE REST Web service is one with WADL definition like SOAP. and REST api don't have any such definition published   	Correct, just different terms for the same thing. Programmers are always renaming things... It's just what we do :) We love to refactor  	REST	0	1	0	1	o
	Does this answer your question? ,Why Does OAuth v2 Have Both Access and Refresh Tokens?  	Access	0	0	0	0	o
	The String class has ,startsWith, and ,endsWith, methods. Take a look at those.  	endsWith	0	0	0	1	o
Can you try putting ,(), at the end of the call to ,clone,?   	Thanks, but unfortunately the Java factory is not public. I can live with the reflection approach for now. But note that the bug you mentioned was fixed in Scala 2.7.2 according to the bug tracker and I'm using 2.10.3.  	()	0	1	0	0	o
"RestAdapter restAdapter = new RestAdapter.Builder().setEndpoint("",192.168.101.55/test"").build(),;, should work right? it's for (version 1.5.0) right?   "	To royherma did you find a way to give a field map name? I want one specific field to be a map	RestAdapter.Builder().setEndpoint(192.168.101.55/test).build()	0	0	0	1	o
what does ,terrain.prepareForShadows();, and ,terrain.recoverFromShadows, do? it looks like your terrain shouldn't cast shadows at all, so don't render them to the shadowLight.   	Thank you very much for the detailed explanation. My problem is solved now!	terrain.prepareForShadows()	0	0	0	1	o
It would depend on how the API is configured. Some need the key in the header, some in the request body. Can you give some more detail on how the API deals with authentication   	"It says: request.setRequestHeader('Authorization', 'key=""myKey""');  "	API	0	0	0	0	o
Thanks. It worked perfectly. Can you tell how can we store this data that we are fetching from API as cached data so that we can access it even when offline??   	Short answer: SQLite, Realm database, or Firebase. Feel free post a separate question, though  	database	0	0	0	0	o
This is one of those questions where depending on how it is worded, it might be appropriate for Programmers, but I feel like this is technical and implementation specific enough that it should probably be on StackOverflow.   	Thank you for your Answer, I waited for over a month now to see if anybody could come up with a better idea, but unfortunately not... My current solution is to use system commands (ps and kill) to terminate OOo in this situation because it hangs totally. It seems like a huge mess in there :( Anyway, I'll mark your answer as correct, thanks again.  	kill)	0	1	0	0	o
	Read ,why should i not post pictures of code,. I doubt anyone would bother to write the json manually to test a solution.  	code	0	0	0	1	o
You've hit the nail on the head. If you don't have even a common interface to start from, knowing what to expose / call / etc requires special effort, and will have unknown results.   	I fail to see where this would be a good idea. In any case, doing this in Java would have to rely heavily on reflection, which makes things even worse. Other languages like Scala have ways to operate on type signatures, that is probably as close as you could get to 'undeclared methods' - still, just don't do it.  	Scala	0	1	0	0	o
	J2EE does not run on Tomcat because it is merely a servlet container.	Tomcat	0	1	0	1	n
	Best Way to do this would make a custom validator and throw it.	it	0	1	0	0	o
	sorry that was a typo. The request body is actually ,Garage<Car>,. But I did ,public class Garage<T> implements Serializable, and that didn't work. Still get the same error.  	Serializable	0	0	0	1	o
Have you tried putting a log in ,onFailure, method as well or have you tried debugging the code?   	Yes I have already put internet access in the permissions. It闂備胶鍋ㄩ崕鏌ユ偘?still not working.	code	0	0	0	1	o
Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   	To TiNS, To Paul: I heard a rumour that that some staff of Josh developed in Google might have been proposed as part of future SDK? I'm I wrong?  	argumentative)	0	0	0	1	o
	You can check JAIN SIP at ,code.google.com/p/jain-sip,, we just added SIP Over WebSockets and NIO to interact with WebRTC types of client. Professional Support is available from TeleStax, see ,telestax.com/2012/05/22   	NIO	0	0	0	1	o
Can you post snippets of your relevant code instead of links to an repository?   	"OK that's strange, this code works perfect with my Plenticore 7. Which Python version are you using? What are the regional settings of your inverter? please add a print(step2) in the line after step2 = json.dumps(step2) and add a print(response) before the line ""token = response['token']""  "	print(response)	0	1	0	0	o
Hi To devconsole. I took a look to the ContextThemeWrapper.java source and I didn't find the implementation of the method ,getResources(),. There is only overridden method ,getResources(), which calls ,super.getResources(),. Do you know about another class which implements ,getResources(),? Thanks.   	To janzoner The point is ,ContextThemeWrapper, provides an implementation of ,getResources(), which ,Activity, inherits. That answers the original question. So what's wrong with my answer?  	getResources()	0	0	0	1	n
I thought this was deprecated? Using HttpClient & HttpPost   	Ah my NetBeans says so, Ill look into it thanks for thinking with me here!  	HttpPost	0	1	0	0	o
This looks like a good beginning, but its incomplete.  Its expected that memoryCache.get() will sometimes return null.  You're then supposed to request the URL from the network, and add the bitmap returned to the cache.  Does that code not exist, or is it failing?  Have you traced through it?   	Well theres no reason for you to be writing the cache class at all.  Just use a LRUCache	memoryCache.get()	0	1	0	0	o
	While it's true that a large part of Java API is actually written in Java. Definitely, at some point, there will be native code (the code written for specific OS, and compiled for specific architecture). This is where there are different JVM distribution for different architecture and OS.  	Java	0	0	0	1	o
reason of downvote plz   	To bonnyz just suggest me how to add treble....thats it i want now ...please tell :)	plz	0	0	0	1	o
Any developments on this question? I was shocked to see that iOS PlacePicker from Google has search built in by default :/   	Also, I do not see any option that you can filter these near places by type. If I want just food places, and not other? Can I use PlacePicker or its value is for teaching purpose only?  	PlacePicker	0	0	0	1	o
Please read: ,Why not upload images of code/errors when asking a question?, --- Please ,edit, the poost and include the relevant (!) code.   	No need to add IDE and Paths to your java or language sources.  Provide code snippets and exact dependencies you have used.	IDE	0	1	0	1	o
	No, i am afraid ',cloud.feedly.com/v3/streams ,' >ec1.txt gives 51 enties, i think it really in 31 days, and there is no option fot change it. (  	'>ec1.txt	0	0	0	1	o
	Don't image' code. Show Code and header, body Parameter.  	Code	0	0	0	1	o
public int getItemCount() {NULLNULL return 0; }, what do you think that does?   	It seems its not getting response from API, or not able to serialize them properly. ???  	getItemCount()	0	1	0	0	o
i am not sure if this is my problem....i tried to connect to the javaDB from within the netbeans environment in embedded mode and it was working fine...somehow when netbeans is setting the classpath variables it is working well but outside netbeans it won't....   	also if you know can you please explain how the NetworkServerControl api is working...i feel using the programming approch would be much better....../	NetworkServerControl	0	1	0	0	o
This has been asked before, e.g. ,stackoverflow.com/questions/6816951 , and ,stackoverflow.com/questions/11287933NULL	It闂備胶鍋ㄩ崕鏌ユ偘?worth noting that variables having disjunct scopes may share the same slot on byte code level. And a practical example for synthetic variables: the for-each loop generates such variables.	e.g	0	1	0	1	o
No need to go cross-context here. Just write a standard, classic portlet, e.g. an action- or resource handler and move the code there. If you use the resource-serving phase, this comes closest to a servlet. From that portlet you have all the portal/portlet context readily available and don't need to care getting everything you need. ,UserLocalServiceUtil, is also available.   	well, yes you can. The only thing is that - in the portal world - the URL is generated for you by the portal. It might look ugly. However, that shouldn't be anything to keep you from it: You can implement a redirect/url-rewrite in Apache, offering a pretty URL on Apache that is forwarded to an ugly portal URL. Or you can implement FriendlyURLs if you want to stay in the portal world. There are Liferay APIs for this. Apache mod_rewrite is probably the easiest/quickest way though - a bit hackish, but very quick  	FriendlyURLs	0	1	0	0	o
No, it doesnt throw any exception at the server side. It seems that the toSocket outputstream obj still works at the server side, but at the client side the connection is closed.   	I am looking for the same To Gregordy but for the ,BluetoothSocket,. It doesn't have method ,shutdownInput(),. Do you have any idea?  	shutdownInput()	0	1	0	0	o
Seconding the suggestions from To Matthew Flaschen and To denisk - either store the db on a server you control and access it via a network connection, or encrypt the database and access an auth server to get access.   	How could it be more secure to distribute all the data to every client?  A secure API that provides only the required data on demand seems much better.  There is no (,working,) technology to give a client data then tell him he can't use it.  No amount of keys changes this fundamental fact.  As far as concurrency, you might start with ,this question,.  	To	0	0	0	0	o
"This is an example of what's being called ""microservices"". The best approach is in fact generally to just use a JSON REST API; Spring ,To ResponseBody,/,To RestController, and ,RestTemplate, make that sort of communication painless.   "	"Search for ""Spring Security and microservices"". There have been a number of talks on the subject recently.  "	Security	0	0	0	1	o
What is ,To ValidOne, or ,To ValidTwo, ? Your custom annotations ?   	So if I e.g. only want to validate the Integers 闂備胶鍋ㄩ崕鎶藉焵椤掍絼鏄梻? 闂備胶鍋ㄩ崕鎶藉焵椤掑倸濮僶闂?and 闂備胶鍋ㄩ崕鎶藉焵椤掑倸澹抮ee闂?I have to put them in this validation group. Because when I did research it said that those groups would only set the order How all the values are going to be validated. So it would give me an exception if the Integers 闂備胶鍋ㄩ崕鎶藉焵椤掆偓缁愬r闂?and 闂備胶鍋ㄩ崕鎶藉焵椤掆偓缁岀磭e闂?are null. But I闂備胶鍋ㄩ崕鏌ユ偘閻?try it out tomorrow thanks for the reply.	To	0	0	0	1	o
Thanks champ! Guys if you came to this question looking for help, you should definitely check out Sunil's book   ,amazon.com/Developing-RESTful-Web-Services-Jersey/dp/1783288299   	Thanks this makes sense. So I've imported JSONObject into the project , but the application crashes and I: ` java.lang.ClassNotFoundException: org.json.JSONObject` does the ,/Users/USERNAME/.m2/repository/org/json/json/20160212/json-20160212.jar, jar has to be in a specific location for Jersey to find it?  	So	0	1	0	0	o
A.keySet().removeAll(B.keySet()), removes all keys in ,B, from ,A   	To Lino or ,map2.keySet().remove(key), which directly returns a ,boolean, and solves the problem with ,null, values. It enables more concise surrounding code as well: ,for(Iterator<String> itr = map1.keySet().iterator(); itr.hasNext(); ) if(map2.keySet().remove(itr.next()) itr.remove();  	A.keySet().removeAll(B.keySet())	0	1	0	0	o
Yes, you need to actually run the code for it to respond. If you stop it from running it will also stop responding.   	Welcome. You should take a look at ,How to Ask, and take the ,tour,, if you have not done so already. Also take a look at ,minimal reproducible example,.  	How	0	0	0	1	o
To BharatChaudhari You are using row[0] and row[8] and they are asking you to check what the class is with getClass(). You've also been asked to post the StackTrace. On a sidenote: Why is the error in the title different from the one in your post body?   	trainerIdResponse1.setStudentid(Integer.valueOf((Integer)row[0]).intValue()); trainerIdResponse1.setTrainerid(Integer.valueOf((Integer)row[8]).intValue());  both are int data type	trainerIdResponse1.setTrainerid(Integer.valueOf((Integer)row[8]).intValue())	0	1	0	0	o
	Thanks for the quick reply prasad_ I've updated my post with the FolderController, FolderService, FolderDao, AbstractDao, and MongoDBConfiguration code. Maybe your elven eyes will see something I missed. Still getting the error as of now!  	FolderService	0	0	0	0	o
may be developers of Collections liked it that way. :)   	"The standard library has never been consistent here; IIRC, the ""beans"" stuff came late. Consider: ,Object.hashCode(),, ,String.length(),, ,Vector.size(), (since JDK 1.0), ,Hashtable.elements(),, etc.  "	Vector.size()	0	1	0	0	o
	Are we talking about: ,Linguistic morphology stemming,?  	Linguistic	0	0	0	1	o
thank for your thought.  The amazon way was one of my option. Yes, we want to unify the back-end. The API would become the unique entry-point to the business logic. That's the plan.   	news.slashdot.org/story/10/07/16/1753232	plan	0	0	0	1	o
I don't think it will affect existing clients if you add an additional field, since they will still be getting all the data they require.   	It should not as long as you send the response in correct format. Also Please read ,stackoverflow.com/help/how-to-ask, and MCVE. How do you expect us to help you fix your problem if you don't show us any code?  	MCVE	0	0	0	1	o
"Well, you ,never, update your UI anywhere. You need to call FXRate.setText(""My new string""); to set a new text on it. You never do, after setting the initial string.   "	To Dwarsaw You might want to check out ,codereview.stackexchange.com  	string)	0	0	0	0	o
When I do this I get the error ,Request method 'GET' not supported,. I also tried this leaving it as ,To GetMapping, and ,To RequestMapping, and get the same error I mentioned in the above post about the multipart request.   	"To Prashanth according to another users' post: ""method = POST will work if you 'post' a form to the url /test.  if you type a url in address bar of a browser and hit enter, it's always a GET request, so you had to specify POST request.  Google for HTTP GET and HTTP POST (there are several others like PUT DELETE). They all have their own meaning.""  "	POST	0	0	0	1	o
your params and path both are same, why not use the method created earlier if its going to return same data?   	i 'm aware of something which you said,but need second too  	params	0	0	0	0	o
I would Really Really recommend to use joda-time's LocalDate instead of java.util.Date Maybe it will also deserialize out of box.   	Exactly that. Forgot completely to format the date. Thanks!	LocalDate	0	1	0	0	p
	"Thank you so much for this! The only thing is that the ""mapToObj(horoscopeArray::getJSONObject)"" bit is throwing an error saying ""Unhandled exception: org.json.JSONException"", do you know what could be causing this?  "	mapToObj(horoscopeArraygetJSONObject)	0	0	0	1	o
To BharatChaudhari You are using row[0] and row[8] and they are asking you to check what the class is with getClass(). You've also been asked to post the StackTrace. On a sidenote: Why is the error in the title different from the one in your post body?   	trainerIdResponse1.setStudentid(Integer.valueOf((Integer)row[0]).intValue()); trainerIdResponse1.setTrainerid(Integer.valueOf((Integer)row[8]).intValue());  both are int data type	row[8]	0	1	0	0	o
How is ,modRepo, defined?   	Have you tried using ,To MockBean, instead of ,To Autowired,? Maybe this could be helpful: ,baeldung.com/java-spring-mockito-mock-mockbean  	MockBean	0	1	0	0	o
	The ,from, and ,to, values are attributes of the ,time, tag, and not part of the tag's name.  	The	0	0	0	1	o
Do you know which format should be the correct one for the Android youtube app?   	Some up-votes would be appreciated for the work I've done... Process of elimination: H.263 is more compressed than MPEG-4. So go with 1	H.263	0	0	0	0	o
Can't you make ,doExecuteMySpecialAlgorithm, actually return the value?   	yes, that's possible as well. But, what if I have say different results from that single method, which could be obtained by simply calling getResultPrimary(), getResultSecondary().  	doExecuteMySpecialAlgorithm	0	1	0	0	o
"I am getting the error on this very line.  response.then().assertThat().body(""id"", allOf(greaterThanOrEqualTo(1), lessThanOrEqualTo(100)));   "	You can still use the allOf matcher?	response.then().assertThat().body(id	0	0	0	1	o
	Log.wtf can throw an exception. Your log tag is too long in Log.wtf too. ,Check my answer for more details  	Your	0	0	0	1	o
Since this question is closed, I am considering moving it (and the answer by Pawe闂?Dyda) to Community Wiki. Can someone please help me with this?   	Wow - that was detailed! I will need to go over this time and again to fully understand everything. One point though - the real agenda was indeed to make the API suitable for different cultures. I might have wrongly clubbed the terms I18n and L10n - but you get the idea.	L10n	0	0	0	0	o
	"Well, Im mostly looking for definitions, such as String definition = SomeLibraryName.defineWord(""apple"");  "	String	0	0	0	1	o
Is,commons-logging.jar, added to your project? Try to add it if not.   	You are missing a dependency to Apache Commons Logging, try to learn to use Maven to build your project, it will simplify dependency management a lot.  	Apache	0	1	0	0	o
Thank you for your very detailed and informative answer. I'm going to install the Android Device Tools (ADT) plugin for Eclipse, alongside it's dependencies, and hopefully this will allow me to generate the client API within my existing project as you have recommended.   	You are welcome. If you are not developing for Android you do not need to install the ADT, the commandline tool endpoint.sh generate Java classes which you can use in any Java application, so you can use these files in your normal Eclipse  	Eclipse	0	1	0	0	o
You're probably better off raising an issue on the github project: ,github.com/nikkiii/omegle-api-java/issues   	That project hasn't been touched in 9 months, but I guess I could submit an issue.  	github.com/nikkiii/omegle-api-java/issues	0	0	0	1	o
	To assylias +++ for support of Bloomberg BLPAPI (tested with 3.5.1.1), I'm Reuters and Bloomber user, local admin :-), I'll have to try your work  	Reuters	0	0	0	1	o
I was just looking this up. I found it really strange too. It's one thing to hide the exception, but to drop it altogether? What if I really want to know the contents of the exception? I expected a getError() method but... it's a really strange design decision.   	A checked exception doesn't strictly require a try-catch block, of course. PrintStream is rarely used in production code, and its usage within the core libraries is limited to logging, where failures can be safely ignored.  	PrintStream	0	1	0	1	o
	Maybe on click of button change the form ,action, to that particular button value using js so that the controller will invoke only particular method ?  	action	0	0	0	1	o
getRuntime().totalMemory(), refers to the total amount of memory available to the Java runtime, not the amount of memory available to your application in particular.   	To RobertHarvey: To clarify, why do you say ,totalMemory, is not going to work for To MattB? Looking at this question as it is currently phrased, To MattB wants to measure the memory use of his Java program running on a single JVM instance. For this scenario, ,totalMemory - freeMemory, is correct. The results of ,totalMemory, are not affected by other JVM instances (i.e., processes) running on the same machine. And To MattB makes no mention of other programs running inside the same JVM instance as his program. How is ,totalMemory, not correct?  	getRuntime().totalMemory()	0	1	0	0	o
what is the question?   	try to print the district data in the code. It does not match with the actual json file.....some examples of mismatch are : Rohtas , Gaya , Patna etc......  	Patna	0	0	0	1	o
grepcode.com/file/repository.grepcode.com/java/ext ,. Check this if it helps   	keep in mind that all those methods are mandatory in map: ,developer.android.com/reference/java/util/Map.html, (also, if you call it a map for higher abstraction, you can't use the SparseIntArray specific functions. And iterating using ,size, and ,keyAt, is designed to be more efficient that the ,entrySet, from ,Map,, while being a little less convenient)  	entrySet	0	1	0	1	o
If I were you I'd use the 2nd method you describe, but improve the servlet's stability. Do you have any idea why it is crashing? Also, is it a full-blown JVM crash, or is it an exception in the servlet?   	It was a servlet exception.  I solved the problem by switching to Jetty, which is stable  	Jetty	0	1	0	0	o
Other than that, there is a lot of resources online on how to read/parse JSON in Java, eg. ,this article   	check my answer you can use fromJson(json, Car.class)  	that	0	0	0	1	o
stackoverflow.com/questions/4805168NULL	"I am pretty sure you just want to have  POJO field validation using javax.validation.constraints.*;. From what I am reading this should help. If you have more information I can give you a better example.   To NotNull(message=""Name is mandatory"")  private String name;  Let me know what you are using on the front end to capture and display the error message. Good Luck!  "	To	0	1	0	1	o
Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise., ,If the question has the term ,best, in it, it is most likely way off topic   	Could you please provide an example of JPA annotation that can be used in RESTful API client?	opinions	0	0	0	1	o
	"The easiest ways are to use the String constructor: ,new BigInteger(""123"");, and the static ,valueOf,: ,BigInteger.valueOf(123);,. In your case, the latter seems indicated.  "	new	0	0	0	0	o
Is the data saved when sending the request from postman?   	I have tried everything to make it work but it returns in server only empty request while same request call with same parameter in postman is working fine and saving data in database	postman	0	1	0	0	o
""" I would post a pic of the image displayed, but it says I have to have more reputation to post images."", You could always post a link from an image hosting site. From my experience, half the time, some nice person with enough rep will forward that link to this post :)   "	Doesn't this fail for two rectangles with these parameters: ,0, 0, 1, 1, and ,2, 2, 4, 4,. The ,intersects, method states that those rectangles intersect.  	1	0	0	0	0	o
	As you are using Optional you can do like ,proxyHost.orElse(null), or ,proxyHost.orElseThrow(...)  	Optional	0	0	0	0	o
I think you can use Processing as a Java library, from a Java program.   	"Thanks for the fast reply. I'm going to take a look at JavaFX, as it is a built-in of Java. It will probably solve the problem of injecting Processing in Swing windows, making the developed system work as one. If it has a ""free drawing"" canvas, it would be more than enough.  "	Java	0	0	0	0	o
Jersey actually has support for this out of the box   	resourceConfig.isEnabled(SelectableEntityFilteringFeature.class), is returning false :/. My dependencies are ,Jersey 2.31, and ,Jackson 2.12.3  	Jackson	0	0	0	1	o
Check APNS certificates, Dev Profile, and Provision Profiles.   	We have checked it for p12  we have the validity till 2017 and profiles are perfect	Provision	0	0	0	1	o
	Same as the reflection API outside of Android. For example, ,this SO question,.  	example	0	0	0	1	o
	It's a bit unclear what you mean here. You're talking about ,user, triggering build using ,Java API,, which doesn't quite make sense.  	user	0	0	0	1	o
Sure, thanks! I've edited the original post to include that and the new log cat   	You deserve a prize! Thanks, To YvetteColomb  	To	0	0	0	0	o
"Just a note : HttpStatusCodeException only gives u syntaxic sugar around HTTP status codes, but you have what you need in RestClientResponseException with ""getRawStatusCode()"" and ""getResponseBodyAsString()"".   "	Thanks for your input and the elaborate answer :). I notice that you never actually throw the ,RestRuntimeException,, and it makes me wonder if it is better to use a simple POJO to hold the error data. My concern is that, at construction time, the Exception object gathers the stacktrace, which is unnecessary slowdown. You already have the same stacktrace in the ,BpmRestException  	getRawStatusCode()	0	1	0	0	o
Multithreading won't solve your memory problem.   	"AFAIK, using ,try (BufferedReader reader = new BufferedReader( new InputStreamReader( allmoviesUrl.openStream(), ""UTF-8"" ) )), closes the ,reader,, who in turn closes the ,InputStreamReader,, who in turn closes the ,InputStream,. Other than that, I agree that parallelization of broken code only makes it crash faster. :D Let's call it ,fail-fast,. :D  "	try	0	1	0	0	o
I would use spring dsl , it's well documented in spring, and your URL will link will be /api/v1/m?project={p_id}&sprint={s_id}&task={t_id}   	In that case you can build predicate and customize to use dsl using given inputs in URL .	dsl	0	1	0	0	o
"""The best way to avoid this type of exception is to always check for null when you did not create the object yourself."" If the caller passes null, but null is not a valid argument for the method, then it's correct to throw the exception back at the caller because it's the caller's fault. ,Silently ignoring invalid input and doing nothing in the method, is extremely poor advice because it hides the problem.   "	I would add a remark about this post explaining that even assignments to primitives can cause NPEs when using autoboxing: ,int a=b, can throw an NPE if b is an ,Integer,. There are cases where this is confusing to debug.  	autoboxing	0	1	0	0	o
what did you end up doing? I am performing something similar.   	"Thanks for the response. The problem with ,my, config is that ist is mine :-), and could be detached from Producer/Consumer.  If I have application server, where there are many beans, and they are using the same producer/consumer. There are questions: When producer was created, what configuration it has, was it created only one time, or there were overlapping ""new KafkaProducer/Consumer""s. Of course in perfect software all is clear and done well. But sometimes I have bugs :-) and debbuging current config is hard, easier would be just to log config or prepare some validation functionality.  "	config	0	0	0	0	o
I added the google-app-engine tag since this question is in the app engine realm.   	thanks a lot. If u have complete & simple Task queue program Please Post it. It will be very useful for beginners like me.And it will be easier to understand the concept.	it	0	1	0	0	o
Maybe on click of button change the form ,action, to that particular button value using js so that the controller will invoke only particular method ?   	Do you have any example to set the API url in the js so that the Controller class can receive it?	js	0	1	0	1	o
	maybe add ,item(Integer), and mark it deprecated as well?  	item(Integer)	0	0	0	1	o
To Krumb I solved this by using BIRT eclipse.org/birt/ you can do pretty much anything with it , you can use data sources from database or JSON, and you can have as an output ODT PDF etc..., it uses JAVA and rhinoscript .   	To Ranjan: we currently use XDocReport for odt / docx processing.	XDocReport	0	1	0	0	o
Java or JavaScript? May you choose one?   	The URL does provide valid JSON. What are you finding difficult?	URL	0	0	0	0	o
	Do you want to Display the Image on calling getImage() ?	getImage()	0	0	0	0	o
Thanks for your response rohit. I've completed by creating a Hash Map for formParams.   	thanks for the ,MediaType.MULTIPART_FORM_DATA_VALUE, const  	formParams	0	0	0	1	o
There is also ,getFirst(), and ,getLast(), in the ,Deque, interface   	As explained by others ,head(), and ,tail(), can be implemented trivially. But I want to caution you against the ,return null, part -- don't do it unless you have very good reason.  	getFirst()	0	1	0	0	o
my main concern about adding spring security on top of my existing application is compatibility with the existing authentication system in place...or massive changes required to make it work.   	I'm not sure if i understand all the context of the problem. You have a legacy application which run on it's own authentication service, and you need to build a different service as a RESTful API and you need to authenticate both, right?  If that's the problem you could find a way to authenticate the RESTful web service, via your existing web application service. If you need to authenticate both, you could write an API who does the authentication and implement it in the web api and on the RESTful service.  	spring	0	0	1	0	n
"Restating the question, you can send tests to the mobile API using Cucumber-jvm and Robotium and you can send tests to the server API using Jmeter. Right so far?  You sending canned JSON to the server would not constitute an ""integrated test"". For an integrated test you would need to simulate some user action on the mobile device that in turn triggered an exchange with the server.   "	To MesutG闂佹椿浜滈妴濂洪梺?I gave the example of Jmeter, because I am testing the server part (isolated) sending requests through Jmeter for now. It was just because I already have the script with the requests, but nothing that I could code on my mobile automation project. I've commented above, maybe it is more clear.  	Robotium	0	0	0	0	o
Much appreciated!  I also do agree that the class name is vague.  It was seemingly a placeholder until I fully understood what I wanted the class to actually do.   	"I do have one final question.  How would I access ""goalsHomeTeam"" and ""goalsAwayTeam""?  They seem to be under ""result"" and I am unable to get their value from the current setup of data.java  "	vague	0	0	0	1	o
	There's a recent PR supporting Enum class merged into master: ,github.com/swagger-api/swagger-codegen/pull/1740,. Please pull the latest swagger-codegen to give it a try.  	Enum	0	0	0	1	o
What kind of filtering, validation, rejection do you want? For example, you can create your own MessageBodyWriter/Reader to handle validation. Or you can set the To Context in the constructor for custom HTTP header parsing or URI parsing.   	To Override     public ContainerResponse filter(...) is not valid in this type of class.	MessageBodyWriter/Reader	0	1	0	0	o
	I don't get it. What is the difference between JAX-RS and RESTEasy?	RESTEasy	0	0	0	1	n
Today is an excellent day to learn about the ,Builder design pattern,.   	Just suggest use lombok.   ,projectlombok.org,   You only need define enough  ,To Getter, To Setter, Finally, you can set level by level.  	Getter	0	0	0	0	o
Please post what you have tried so far, that way we can help you better   	If this is your own code, then I would recommend changing the json structure. I would agree with To atmin, this json does not make sense. Forget Java, just try defining a json schema for this json. It will be a struggle.  	json	0	1	0	1	o
Did you make sure that the jars are actually where you expect them to be, and have the correct read permissions?   	No luck even with Oracle JDK. Here is the log ,hastebin.com/riqagekopi.rb  	Here	0	0	0	1	o
	I saw channel statistics.but, how can I use that? I'm new with API's.  	API's	0	0	0	1	o
"""Sun/Oracle decided to not develop Swing any further after they ""invented"" JavaFX"" That's not true. They stopped developing the Swing Application Framework (JSR 296) but not Swing itself.   "	"Read ,forums.java.net/jive/thread.jspa?threadID=52665&tstart=0, and ,forums.java.net/jive/thread.jspa?threadID=21745,   ""Swing is part of the JDK. It isn't going away any time soon. For a great many large enterprise applications Swing is the best cross platform toolkit available. We'll continue to support and work on fixing bugs in the JDK.""  Nothing has changed about that in the last 2 years.  "	Swing	0	1	0	1	n
What is the result of ,System.out.println(token);,?   	Which API are you using? Is it the Google+ API or the Google App Engine API? Could you also explain what your code is doing and where it is getting the tokenString ?	System.out.println(token)	0	1	0	0	o
It's a bit unclear on what you're trying to do, and this code is incomplete. The ,docs, say that refreshing a token is handled automatically.   	To Mahefa you may add 'scopes' => [Google_Service_Sheets::DRIVE, Google_Service_Sheets::SPREADSHEETS], in your google config  	'scopes'	0	1	0	0	o
	One thing I have learned is never update a stable working adt! You never know what surprises might come with the update, and don't use the adt bundle it is too buggy download Juno eclipse and install the adt.  	adt	0	0	0	1	o
Hi To devconsole. I took a look to the ContextThemeWrapper.java source and I didn't find the implementation of the method ,getResources(),. There is only overridden method ,getResources(), which calls ,super.getResources(),. Do you know about another class which implements ,getResources(),? Thanks.   	To janzoner And yes, it calls ,super.getResources(), which calls ContextWrapper's implementation which in turn calls ,mBase.getResources(),. I guess it ultimately leads to class ,ContextImpl, but that is not a public class. It is an implementation detail of the SDK. See ,source code at github,.  	ContextWrapper's	0	0	0	1	n
To Dean J & tangens: Thanks! I'm novice here.   	(it wasn't me to downvote, my aim here not to downvote, but explore other peoples' opinion. cheers for answer)  	J	0	0	0	0	n
See ,this question, and ,this question   	To Wizard: Interesting-er and interesting-er!  I would like to subscribe to your newsletter, sir.  Could you provide an example of such a class-less language?  	Interesting-er	0	0	0	1	o
	stackoverflow.com/questions/749533, ,stackoverflow.com/questions/435890, ,stackoverflow.com/questions/251336 , ,stackoverflow.com/questions/1429172/list-files-inside-a-jar, ,stackoverflow.com/questions/205573 , ,stackoverflow.com/questions/347248 , ,stackoverflow.com/questions/1456930   	stackoverflow.com/questions/347248	0	0	0	1	o
is the list equipments or equipment? Your question doesn't match your code   	are you using jackson? if yes which version 1.x or 2.x ?	equipments	0	0	0	1	o
Thanks for the great answer To Matt (+1) - quick question though: where would the SPI come into place? I guess now I'm confused as to which classes/methods represent the ,API, vs. which classes/methods represent the ,SPI,. Thanks again!   	"You can do whatever you want with the ""FooInterface"" methods you look up.  JDBC is not done this way, it's done in via calls to DriverManager.registerDrive in static init blocks in each Driver class (hence the need for Class.forName so you load the driver, and it's static block registers it with DriverManager).  There's nothing to say the factory method couldn't take some other type of parameter which helps you decide which implementation to choose.  see the edit.  "	driver	0	1	0	0	o
you mean inside a json?   	Can you give some more information about what libraries and frameworks you are using? For example, is this a web service written in Spring?  	json	0	0	0	1	o
Pushing data to clients would be preferred over them polling endlessly   	Thanks, but websockets and SSE are difficult to set up for clients. REST is more suitable I think  	SSE	0	0	0	0	n
java's built in JSON libraries are the quickets way to do so, but in my experience GSON is the best library for parsing a JSON into a POJO painlessly.   	Note: Jackson and GSON both support tree-style and/or Maps/Lists binding, so there is no need to use Java EE (javax.json) package. javax.json has little to offer beyond either Jackson or GSON.  	Jackson	0	1	0	0	p
