ManualLabel	Text	codes
o	"""Based on my experience, my comment above applied in 2008."""	"[""'Others'""]"
o	"""But that was 2+ years ago and I haven't really used Netbeans heavily since so I do not know how things have changed with the latest releases."""	"[""'Usability'""]"
p	"""I like the URL_http://www.netbeans.org/features/java/swing.html [Swing-GUI- Builder] from the URL_http://www.netbeans.org/ [NetBeans-IDE] ."""	"[""'Others'""]"
p	"""There are 2 that you can use (I've used them both, and they are both very powerful, and easy to use): URL_http://netbeans.org/ [Netbeans] which has a built in URL_http://netbeans.org/features/java/swing.html [Gui-Builder] ."""	"[""'Usability'""]"
p	"""or you can use: URL_http://www.eclipse.org/ [Eclipse] with the URL_http://www.eclipse.org/windowbuilder/ [Windowbuilder] URL_http://marketplace.eclipse.org/content/windowbuilder-pro-gui-designer [plugin] (it can be downloaded URL_http://marketplace.eclipse.org/content/windowbuilder-pro-gui-designer [here] and URL_http://www.eclipse.org/windowbuilder/download.php [here] ) Personally, I prefer eclipse with URL_http://marketplace.eclipse.org/content /windowbuilder-pro-gui-designer [Windowbuilder] , but that's just me."""	"[""'Usability'""]"
o	"""You can use either one."""	"[""'Usability'""]"
o	""" is a picture of the URL_http://www.eclipse.org/windowbuilder/ [Windowbuilder] plugin:**!"""	"[""'Others'""]"
o	"""[enter image description here]( URL_http://i.stack.imgur.com/HRrVE.gif ) here is a picture URL_http://netbeans.org/ [netbeans'] built in URL_http://netbeans.org/features/java/swing.html [Gui-Builder] :** !"""	"[""'Others'""]"
o	"""[enter image description here]( URL_http://i.stack.imgur.com/uBnha.png ) ."""	"[""'Others'""]"
o	"""For me, the best visual swing editor is URL_http://www.jformdesigner.com [JFormDesigner] , which you can run standalone or as a plugin for Intellij and Eclipse."""	"[""'Others'""]"
p	"""It generates proper (actually readable) source code, it's very ergonomic and intuitive and, above all, very extensible."""	"[""'Usability'""]"
p	"""That last point is really important, because if you want to build a decent swing application, you'll have to extend the base components or use some third-party libraries and it be easy** to integrate those in the visual editor."""	"[""'Usability'""]"
p	"""It's not free but it's a bargain for the power you get (129 EUR / 159 USD)."""	"[""'Others'""]"
p	"""I've been using it for a few years and love it."""	"[""'Usability'""]"
p	"""+1."""	"[""'Others'""]"
p	"""JFormDesinger is the most polished GUI Builder I've ever seen."""	"[""'Usability'""]"
p	"""You just have to try it to see how it works - no screenshot can show how good it works."""	"[""'Usability'""]"
p	"""I've worked with JFD for quite a while, and I can definitively say that it's miles ahead of other options I know."""	"[""'Usability'""]"
p	"""Try URL_http://www.instantiations.com/index.html [Instantiations] ' URL_http://www.instantiations.com/windowbuilder/index.html [Windows-Builder- Pro] ."""	"[""'Others'""]"
o	"""It includes URL_http://www.instantiations.com/windowbuilder/swingdesigner/index.html [Swing-Designer] , which is a Swing UI builder."""	"[""'Others'""]"
o	"""It is based on Eclipse."""	"[""'Others'""]"
o	"""This is now part of [Google's Web Toolkit]( URL_http://code.google.com/intl/sv - SE/javadevtools/wbpro/)."""	"[""'Others'""]"
o	"""I think this is the superior option."""	"[""'Others'""]"
n	"""It has a lot of detail and if you start hand-coding (you will) it offers a lot of flexibility."""	"[""'Usability'""]"
n	"""Also, the code it generates is easily readable."""	"[""'Usability'""]"
n	"""It handles internationalization schemes and dynamic calls without breaking."""	"[""'Others'""]"
o	"""I also like the lack of meta-data."""	"[""'Others'""]"
o	"""It simply drops a little piece of information into your Javadoc marking it as an entry point."""	"[""'Others'""]"
n	"""Netbeans has some GUI-building support, and it's one of the most popular Java IDEs on the market."""	"[""'Others'""]"
o	"""Give it a look."""	"[""'Others'""]"
p	"""URL_http://code.google.com/javadevtools/wbpro/ [WindowBuilder-Pro] for Eclipse Free!"""	"[""'Others'""]"
o	""" Works with existing code and doesn't lock you in (as opposed to Netbeans) Works with MiGLayout It does have some conventions that your view classes have to follow though Installing in Eclipse (Juno): 1."""	"[""'Usability'""]"
o	"""Goto - Menu Help Install New Software... 2."""	"[""'Others'""]"
o	"""Select - Work With: Juno - URL_http://download.eclipse.org/releases/juno [ URL_http://download.eclipse.org/releases/juno ] 3."""	"[""'Others'""]"
p	"""The WindowBuilder items are under ""General Purpose Tools"" (or use the filter) Older versions and zips are available at URL_http://www.eclipse.org/windowbuilder/download.php [ URL_http://www.eclipse.org/windowbuilder/download.php ] ."""	"[""'Others'""]"
o	"""URL_https://java.net/projects/abeille/ [Abeille] is very good and is based on the JGoodies FormLayout."""	"[""'Usability'""]"
o	"""Unlike almost every other Java GUI builder, Abeille does not generate code by default."""	"[""'Others'""]"
o	"""In the project I used it on, it was wonderful to avoid reading or scrolling through the layout code (because that code no longer existed)."""	"[""'Usability'""]"
o	"""Most of our hand-written code concerned itself with connecting events to actions, simply asking the layout for the relevant controls."""	"[""'Others'""]"
o	"""It's a crime that code generation is the default way to layout code in Java because better ways of doing GUIs have been around for decades."""	"[""'Usability'""]"
o	"""I have used Matisse, the NetBeans GUI code generator."""	"[""'Usability'""]"
o	"""While Matisse (now known as "" URL_http://netbeans.org/features/java/swing.html [Swing-GUI-Builder] "") makes it pleasant to layout components, it is similar to all other code generation tools because when you use Matisse you must live in constant fear that someone else edited the ""you cannot edit this in NetBeans"" GUI sections outside of NetBeans."""	"[""'Usability'""]"
o	"""As soon as you touch the layout builder again it could destroy their work and then you have a broken GUI."""	"[""'Others'""]"
o	"""There might be some simple task like re- ordering a variable initialization and its use or re-naming a variable (this was especially a problem when using Matisse's database feature)."""	"[""'Usability'""]"
o	"""You know how to do this by editing the un-editable source code but may waste time trying to figure out how to do the same thing in the GUI builder."""	"[""'Others'""]"
o	"""Like most code generation tools, it might get you started, but eventually you will have to maintain the generated code yourself."""	"[""'Others'""]"
n	"""Layout as code is the only approach that allows you to decouple from that particular designer you are using after you have finished."""	"[""'Others'""]"
p	"""In other words, no vendor lock-in."""	"[""'Others'""]"
p	"""I have very good experience with """	"[""'Others'""]"
n	"""It's so easy if you know every minor parts of this applications."""	"[""'Usability'""]"
o	"""The most complicated part is using, for example, the layouts (If you can not handle complicated parts), but everything is almost plug & play."""	"[""'Usability'""]"
p	"""And in addition, you can put CODETERM1 into other frames without creating another frame class for this."""	"[""'Others'""]"
o	"""I think that will be good."""	"[""'Others'""]"
p	"""The latest version of NetBeans include a very nice and simple visual editor for Swing called Matisse URL_http://www.netbeans.org/kb/articles/matisse.html [Matisse] ."""	"[""'Usability'""]"
o	"""Netbeans is the simplest to use ( URL_http://netbeans.org/ [ URL_http://netbeans.org/ ] )."""	"[""'Usability'""]"
p	"""However, it does not allow you to edit (fine tune) the generated code."""	"[""'Others'""]"
p	"""JDeveloper ( URL_http://www.oracle.com/technetwork /developer-tools/jdev/overview/index.html [ URL_http://www.oracle.com/technetwork /developer-tools/jdev/overview/index.html] ) is another solution, and does allow you to edit the code... but I feel netbeans more intuitive."""	"[""'Usability'""]"
p	"""I always thought that JDeveloper's generated code is more understandable."""	"[""'Usability'""]"
o	"""I recommend WindowBuilder plugin for Eclipse IDE 3.7.2 Indigo / 24 February 2012."""	"[""'Others'""]"
o	"""Here's for the step-by-step installation: URL_https://sites.google.com/site/teachmemrxymon/java/create-java-gui-as-easy- as-visual-basic [Create-Java-GUI-as-Easy-as-Visual-Basic] !"""	"[""'Others'""]"
o	"""[enter image description here]( URL_http://i.stack.imgur.com/f6bUp.jpg ) ."""	"[""'Others'""]"
p	"""Eclipse Visual Editor is pretty dull in my experience."""	"[""'Usability'""]"
o	"""I had more luck with which is also based on Eclipse, simply adding a few plugins to it as many other commercial products do."""	"[""'Usability'""]"
p	"""It is still not able to parse any Swing code (I doubt any Swing WISIWYG editor does), but if you start with it, it gives you relatively seamless experience.You need to pay for it though."""	"[""'Others'""]"
p	"""At the end of the day, I have worked with different similar UI tools, Flash Builder, Delphi etc., but unless you do some relatively trivial UI design, not including much business logic and communication with other layers, you'll have to accept that what you are capable of creating in code once you learn to do it properly is much more powerful than what any editor is capable of providing you with."""	"[""'Usability'""]"
o	"""The Eclipse Visual Editor project is also pretty inactive."""	"[""'Others'""]"
p	"""It is archived at this point and was pretty frustrating to use in anything past 3.4."""	"[""'Usability'""]"
o	"""WindowBuilderPro is really the viable (free) alternative for Eclipse."""	"[""'Others'""]"
n	"""Frankly, I've never seen an editor which comes even close to what I can do manually in a text editor."""	"[""'Others'""]"
p	"""All the visual editors are nice if you only have very simple needs like putting a few buttons in a window."""	"[""'Usability'""]"
o	"""When things become more complex, visual editors quickly loose their competitive edge."""	"[""'Usability'""]"
p	"""I usually use a bunch of high-level classes built from more basic widgets and wire my UI from that."""	"[""'Others'""]"
n	"""This also allows me to easily test my UI with automated JUnit tests (because I can control what the source looks like)."""	"[""'Usability'""]"
o	"""Lastly, changes to the UI won't generate unnecessary noise in the version control system."""	"[""'Usability'""]"
p	"""I have tried a few and the closest I have found that comes close to Visual Studio is Netbeans."""	"[""'Others'""]"
p	"""V6.5 is excellent and realy improved over v5."""	"[""'Usability'""]"
o	"""I'm a big fan of JetBrains, and when it comes to Java, URL_http://www.jetbrains.com/idea/index.html [IntelliJ] is the best IDE I have used."""	"[""'Usability'""]"
p	"""For Swing, they have a fully interactive UI builder."""	"[""'Others'""]"
o	"""And, for actual coding, their intellisense can't be beat."""	"[""'Usability'""]"
o	"""I have switched between several IDEs and the one that I believe has the best GUI builder in terms of use and performance would have to be Netbeans."""	"[""'Usability'""]"
o	"""JFormDesigner."""	"[""'Others'""]"
o	"""I used NetBeans extensively in the past for GUI design, but I am now using IntelliJ with the JFormDesigner plugin."""	"[""'Usability'""]"
o	"""I have tried several other solutions, and this is the one I am sticking with."""	"[""'Others'""]"
o	"""JFormDesigner also works with JBuilder and Eclipse, so you are not locking your projects to one particular IDE."""	"[""'Others'""]"
p	"""Of course you should use Netbeans for building Java Swing GUI."""	"[""'Usability'""]"
o	"""The drag and drop features and auto-code generation are quite mature."""	"[""'Usability'""]"
o	"""For Eclipse, I am not sure."""	"[""'Others'""]"
o	"""But because IBM has its own SWT package for GUI, I am not sure whether it support Swing."""	"[""'Others'""]"
p	"""As I'm using eclipse, I use the Visual Editor plugin."""	"[""'Usability'""]"
n	"""It generates clean source code, with good patterns and easy to patch/modify/extend.Unfortunately, it is not very stable."""	"[""'Performance'""]"
p	"""But it's worth trying."""	"[""'Others'""]"
o	"""I personally will suggest _Netbeans Swing Builder_, yet if you want total control and to gain depth understanding of the Swing framework, I have noticed doing it free hand is the ultimate choice."""	"[""'Usability'""]"
p	"""I like Eclipse's VisualEditor, sometime ago I've tried to switch toanother editor, but found it impossible."""	"[""'Others'""]"
o	"""Visual editor has thisfeature that it generates manageable, readable, editable, and easy tounderstand code."""	"[""'Usability'""]"
o	"""Unlike both mentioned earlier NetBeans editor andWidnowBuilder it uses lazy initialization pattern to separateinitialization of components."""	"[""'Usability'""]"
o	"""Also it does not need to lock down partsof code that you cant edit, you may edit code by hand, and VE is stillable to work with your changes."""	"[""'Others'""]"
o	"""Only disadvantage of VE is that it uses eclipse callisto (there is noofficial build for ganymede, or europa), so effectively you have touse two eclipses one for VE and one for rest of developement."""	"[""'Usability'""]"
o	"""I took it from recent discussion on comp.lang.java.gui (I was the autor of this post so I could do it rightfully), URL_http://groups.google.com/group/com p.lang.java.gui/browse_thread/thread/3722f92594039d24/1f0b605efebb1b39#1f0b605 efebb1b39 [here] is the link to whole discussion."""	"[""'Others'""]"
o	"""We are doing Swing development since nearly 10 years."""	"[""'Others'""]"
n	"""There are some nice GUI builders available (e.g."""	"[""'Usability'""]"
o	"""URL_http://www.jformdesigner.com [JFormDesigner] ), but restrict us too much** in different kinds."""	"[""'Usability'""]"
o	"""For example, we have a lot of components without public no-arg constructor (e.g."""	"[""'Others'""]"
o	"""a JTable subclass which requires the model in the constructor) or we have component factories."""	"[""'Others'""]"
o	"""Desktop applications usually have to be obfuscated."""	"[""'Others'""]"
o	"""Obfuscation very easily breaks user interfaces created with a GUI designer or requires much work to avoid obfuscating such classes."""	"[""'Others'""]"
n	"""Another often happening case is that, for example, a panel should only contain some components depending on some condition."""	"[""'Others'""]"
o	"""Simply hiding them would make the GUI look bad; they rather should not be added instead."""	"[""'Usability'""]"
p	"""I never found a GUI editor which provides this flexibility and even if there would be one, it would be so hard to use, that I definitely would be faster with good old Java code."""	"[""'Performance'""]"
o	"""I think the best editor that can exist is Visual editor for eclipse.The only drawback is the fact that we can't re-edit the visual part when we modified the source code."""	"[""'Usability'""]"
p	"""I hope one day we will have a tool that rivals Visual Studio on this aspect."""	"[""'Others'""]"
o	"""I will prefer the NETBEANS ."""	"[""'Others'""]"
o	"""it have following feature Swing GUI Building**Design Swing GUIs by dragging and positioning GUI components from a palette onto a canvas."""	"[""'Others'""]"
o	"""The GUI builder automatically takes care of the correct spacing and alignment."""	"[""'Others'""]"
o	"""Click into JLabels, JButtons, ButtonGroups, JTrees, JTextFields, ComboBoxes and edit their properties directly in place."""	"[""'Others'""]"
o	"""You can use the GUI builder to prototype GUIs right in front of customers."""	"[""'Usability'""]"
n	""" and Customizable**You can choose whether the GUI code should be generated with fully qualified or simple class names."""	"[""'Others'""]"
o	"""The helpbar displays context-sensitive hints about what can be done with the selected component and suggests shortcuts that can speed up your work in the future."""	"[""'Performance'""]"
o	"""The NetBeans IDE also comes with built-in support for GUI localization and accessibility."""	"[""'Others'""]"
o	""" and Custom GUI Components**The extensible Component Palette comes with pre-installed Swing and AWT components and includes a visual menu designer."""	"[""'Others'""]"
o	"""Use the Component Inspector to view a component's tree and properties."""	"[""'Usability'""]"
p	""" Binding technology (JSR 295) Support**Take advantage of Beans Binding technology and the Java Persistence API to create Swing applications more easily."""	"[""'Usability'""]"
o	"""Using the Bind dialog box, you can quickly generate bindings for JavaBeans components."""	"[""'Usability'""]"
o	""" DeOthersger**DeOthers a Swing GUI application without looking into the source code and control the execution flow in terms of high-level structures."""	"[""'Others'""]"
o	"""Choose Take GUI Snapshot to make a screenshot of the application GUI that serves as a basis of the Visual DeOthersger functionality.!"""	"[""'Others'""]"
p	"""[enter image description here]( URL_http://i.stack.imgur.com/h8VtN.png ) ."""	"[""'Others'""]"
o	"""I not used anything other than NetBeans for Swing, but have been extremely happy with it."""	"[""'Usability'""]"
o	"""I used for 18 months on a $25M app and to develop an prototype application to replace a winforms app."""	"[""'Others'""]"
n	"""Up and until Microsoft came out with WPF, in my opinion, there was not a better tool kit for traditional desktop apps."""	"[""'Usability'""]"
o	"""(I always found winforms too limiting)."""	"[""'Usability'""]"
o	"""I used to use MyEclipse quite a bit."""	"[""'Usability'""]"
p	"""It had a decent IDE for making Swing forms and such."""	"[""'Usability'""]"
o	"""I assume it has improved in the past year - they seem to add features in gobs and heaps, quite often."""	"[""'Usability'""]"
o	"""URL_http://www.myeclipseide.com / ."""	"[""'Others'""]"
p	"""That is the netbeans one which has been ported."""	"[""'Others'""]"
p	"""Use NetBeans, I have also successfully developed one application using NetBeans."""	"[""'Usability'""]"
p	"""It is realy awesome, it helps you while writing the code."""	"[""'Usability'""]"
o	"""Since Swing generates some code on its own so it is really helpful to use Netbeans."""	"[""'Usability'""]"
n	"""Go through it and you can always ask question and problems."""	"[""'Others'""]"
o	"""It will be good if you go for latest version release."""	"[""'Others'""]"
o	"""I have always coded my UIs by hand."""	"[""'Others'""]"
o	"""The frustration of dealing with screen builders and filling out all those property sheets is too much for me."""	"[""'Usability'""]"
o	"""After a couple of screens and a little research I am just as productive."""	"[""'Others'""]"
p	"""As others have mentioned, my best experience with Java SWING applications is with NetBeans."""	"[""'Usability'""]"
o	"""NetBeans has a WYSIWYG editor, and the code is automatically generated for you, which is then protected, however you can add custom code to add listeners and other events that the end user may be interested in using, such as buttons, text forms and areas, and other nice GUI tools."""	"[""'Usability'""]"
o	"""When I use swing, I usually use the NetBeans."""	"[""'Usability'""]"
p	"""If you prefer the Eclipse IDE, there are the Visual Editor plugin."""	"[""'Others'""]"
p	"""URL_https://developers.google.com/java-dev-tools/download [window-builder-pro] is good option and it is free also."""	"[""'Others'""]"
o	"""Is Java Swing still in use?"""	"[""'Usability'""]"
o	"""I am planning on making a Java Swing application and was wondering if Swing is still used or if it has been replaced with something else."""	"[""'Usability'""]"
p	"""Thanks in advance!"""	"[""'Others'""]"
o	"""Related: URL_http://stackoverflow.com/questions/407343/where-are-swing - applications-used."""	"[""'Others'""]"
o	"""Related: URL_http://stackoverflow.com/questions/408820/what-is-the-difference - between-swing-and-awt."""	"[""'Others'""]"
o	"""Related: URL_http://stackoverflow.com/questions/2377467/if-swing-has-more - features-to-design-a-form-then-what-is-the-use-of-awt-in-java."""	"[""'Others'""]"
o	"""_**Swing is still in use.... but there is AWT!!"""	"[""'Usability'""]"
o	""" AWT: Speed: use of native peers speeds component performance."""	"[""'Performance'""]"
p	""" Look and Feel: AWT components more closely reflect the look and feel of the OS they run on."""	"[""'Usability'""]"
n	""" Portability: use of native peers creates platform specific limitations."""	"[""'Others'""]"
n	"""Some components may not function at all on some platforms."""	"[""'Others'""]"
o	""" Third Party Development: the majority of component makers, including Borland and Sun, base new component development on Swing components."""	"[""'Others'""]"
p	"""There is a much smaller set of AWT components available, thus placing the burden on the programmer to create his or her own AWT-based components."""	"[""'Usability'""]"
o	""" Features: AWT components do not support features like icons and tool-tips."""	"[""'Others'""]"
p	""" Swing: Portability: Pure Java design provides for fewer platform specific limitations."""	"[""'Others'""]"
p	""" Behavior: Pure Java design allows for a greater range of behavior for Swing components since they are not limited by the native peers that AWT uses."""	"[""'Usability'""]"
p	""" Features: Swing supports a wider range of features like icons and pop-up tool-tips for components."""	"[""'Usability'""]"
p	""" Vendor Support: Swing development is more active."""	"[""'Others'""]"
p	"""Sun puts much more energy into making Swing robust."""	"[""'Performance'""]"
p	""" Look and Feel: The pluggable look and feel lets you design a single set of GUI components that can automatically have the look and feel of any OS platform (Microsoft Windows, Solaris, Macintosh, etc.)."""	"[""'Others'""]"
p	"""It also makes it easier to make global changes to your Java programs that provide greater accessibility (like picking a hi-contrast color scheme or changing all the fonts in all dialogs, etc.)."""	"[""'Usability'""]"
p	""" Performance: Swing components are generally slower and Othersgier than AWT, due to both the fact that they are pure Java and to video issues on various platforms."""	"[""'Performance'""]"
p	"""Since Swing components handle their own painting (rather than using native API's like DirectX on Windows) you may run into graphical glitches."""	"[""'Others'""]"
o	""" Look and Feel: Even when Swing components are set to use the look and feel of the OS they are run on, they may not look like their native counterparts."""	"[""'Others'""]"
o	""" URL_http://edn.embarcadero.com/article/26970 [More-Reading."""	"[""'Others'""]"
o	"""] ."""	"[""'Others'""]"
n	"""""Applet Portability: most Web browsers support AWT classes so AWT applets can run without the Java plugin."""	"[""'Others'""]"
n	"""""This is patently false."""	"[""'Others'""]"
o	"""ugh?"""	"[""'Others'""]"
o	"""I guess this is 1990s and you are still using Netscape 4.0, right?"""	"[""'Usability'""]"
n	"""Edited it.........."""	"[""'Others'""]"
p	"""I wouldn't recommend AWT, it gets very little love these days (other than the bits that are needed for Swing)."""	"[""'Others'""]"
o	"""Better to use SWT if you want to go down the native path."""	"[""'Others'""]"
o	"""""Most Web browsers do not include the Swing classes, so the Java plugin must be used."""	"[""'Usability'""]"
o	""""" What?"""	"[""'Others'""]"
o	"""The Swing classes are part of the JRE, not the browser."""	"[""'Others'""]"
n	"""I don't recall this being a problem in 2003."""	"[""'Others'""]"
o	"""For all these negatives, I have edited the question....."""	"[""'Others'""]"
o	"""they not look like their native counterparts that one made me giggle."""	"[""'Usability'""]"
o	"""At least on Windows I have yet to see a single control (apart from JLabel maybe) that looks and feels like its native counterpart with the native LAF :-)."""	"[""'Others'""]"
n	"""""rather than using native API's like DirectX on Windows"": false, Swing uses Java2D, which may use DirectX when supported."""	"[""'Usability'""]"
p	"""""Swing components are generally Othersgier than AWT"": this is false as well."""	"[""'Others'""]"
o	"""Swing is still there and well supported."""	"[""'Others'""]"
p	"""Most of the reasons why people hated swing when it first came out are no longer valid simply because of Moores Law, along with improved JVMs."""	"[""'Performance'""]"
p	"""Swing apps no loger feel jerky and unrepsonsive and an accumulation of minor improvements result in a more professional looking GUI."""	"[""'Performance'""]"
n	"""Its also worth looking at the ""groovy/swing"" combination for rapid development and prototyping."""	"[""'Performance'""]"
p	"""Docs for Swing, on the other hand, are dire to nonexistent."""	"[""'Others'""]"
o	"""Aggree that the docs are lacking somewhat, but, IDE support is pretty good, and, googling usually gets you some decent usage examples."""	"[""'Others'""]"
o	"""Real programmers don't read Others."""	"[""'Others'""]"
o	"""There is a lot of tuning in Swing that cannot be attributed to Moores law."""	"[""'Others'""]"
p	"""@JMcO For Others -> URL_http://download - llnw.oracle.com/javase/tutorial/uiswing/."""	"[""'Others'""]"
p	"""Yes it is still in use."""	"[""'Usability'""]"
p	"""short and to the point."""	"[""'Others'""]"
o	"""We still use it."""	"[""'Others'""]"
n	"""Not everything is a web app, so far there have been some tentative replacements (such as SWT, which eclipse is written in) SWT has a native layer that wraps the underlying calls to the native windowing layer."""	"[""'Others'""]"
o	"""It only works for a limited set of platforms and of course requires some third party shared libraries."""	"[""'Usability'""]"
p	"""I would venture to say that there are far fewer SWT apps than Swing apps."""	"[""'Others'""]"
o	"""Although swing is still in use, I would rather chose URL_http://wiki.eclipse.org/index.php/Rich_Client_Platform [Eclipse-RCP] as a platform for desktop applications, since it also provides a huge amount of plugins."""	"[""'Usability'""]"
o	"""Eclipse RCP uses Eclipse's own SWT, which means you need the native SWT libraries."""	"[""'Others'""]"
n	"""You can also build on the NetBeans Platform, which is built on Swing: URL_http://platform.netbeans.org/ ."""	"[""'Others'""]"
o	"""Yes, it still is in use."""	"[""'Usability'""]"
o	"""The library is still part of the JRE, and will probably be that way for the future."""	"[""'Others'""]"
p	"""There are other options though."""	"[""'Others'""]"
o	"""For instance, you may want to look at JavaFX if you need a rich UI; or using SWT in your application."""	"[""'Usability'""]"
p	"""Maybe you want some kind of 3D effects, and you need to look into a 3D engine like jpct or the jmonkeyengine."""	"[""'Others'""]"
o	"""Java has progressed somewhat since the software Swing world."""	"[""'Performance'""]"
n	"""jmonkeyengine is only for games."""	"[""'Others'""]"
o	"""Yes."""	"[""'Others'""]"
o	"""Roughly URL_http://hewgill.com/~greg/stackoverflow/stack_overflow/tags/#!"""	"[""'Others'""]"
o	"""swing+javafx+wpf+qml [1-out-of-120-questions] on StackOverflow is about Swing!"""	"[""'Others'""]"
n	"""[enter image description here]( URL_http://i.stack.imgur.com/OwRhP.png) ."""	"[""'Others'""]"
p	"""Yes, it's still in use."""	"[""'Usability'""]"
n	"""Takes while to get used to but once you have it, it's a pretty nice framework for writing applications."""	"[""'Usability'""]"
p	"""Have a look at Webstart for deploying your application."""	"[""'Others'""]"
p	"""Also a bit of a clunker to start with but really handy when you're comfortable ."""	"[""'Usability'""]"
o	"""Swing is still the preferred way to build heavy-weight, e.g."""	"[""'Performance'""]"
o	"""""Desktop"" applications, in Java."""	"[""'Others'""]"
p	"""If your code is running in a web browser, you will likely use other things."""	"[""'Usability'""]"
o	"""But for freestanding desktop apps, it is quite excellent and in wide use."""	"[""'Usability'""]"
n	"""For desktop programs, yes, Swing is heavily in use."""	"[""'Usability'""]"
p	"""However there are many alternatives because alot of people think that Swing is heavily verbose and hard to work with."""	"[""'Usability'""]"
o	"""JavaFX is worth taking a look at ."""	"[""'Others'""]"
o	"""JavaFX is for web apps is it not?"""	"[""'Others'""]"
p	"""I am looking to make native Desktop apps."""	"[""'Others'""]"
o	"""JavaFX 2.0 works well for desktop apps as well."""	"[""'Usability'""]"
o	"""Memory leak in JBoss."""	"[""'Others'""]"
n	"""I am having a very strange behavior in JBoss, and I'd like avail myself of the Collective Wisdom of the SO Crowd."""	"[""'Others'""]"
o	"""We're using JBoss (4.0.4 I think) to serve SOAP calls."""	"[""'Others'""]"
n	"""In fact, it's used as glorified RPC server, no more."""	"[""'Usability'""]"
n	"""We're running out of memory when we have 20+ clients sending their requests at the same time."""	"[""'Others'""]"
o	"""The requests consist of the incoming rather small request (proper SOAP) and the returning result packet that is essentially one long SOAP string (and the contents of the string are XML)."""	"[""'Others'""]"
n	"""Yes I realize this is suboptimal."""	"[""'Others'""]"
n	"""Don't ask."""	"[""'Others'""]"
o	"""I've traced the leak to an instance of org.jboss.axis.message.SAX2EventRecorder that hold 4 million objects (strings and Integers)."""	"[""'Others'""]"
o	"""Now, even the longest response does not carry 4MB of data."""	"[""'Others'""]"
o	"""The requests are all smaller than 40K."""	"[""'Others'""]"
o	"""Something is fishy there, but I can't find any Others on the Web."""	"[""'Others'""]"
o	"""Can someone tell me what the recorder is used for?"""	"[""'Usability'""]"
o	"""And how do I get rid of it?"""	"[""'Others'""]"
o	"""Or may be configure it to be less memory-hungry?"""	"[""'Performance'""]"
p	"""Any help is appreciated."""	"[""'Others'""]"
o	""" Update: To clarify - I did do memory dump, and the dump shows an array or 4,000,000+ objects, Strings and Integers."""	"[""'Others'""]"
o	"""The array is owned by a org.jboss.axis.message.SAX2EventRecorder which is in turn held by these guys: org.jboss.axis.message.SOAPEnvelopeAxisImpl@0x19c31fd8 (141 bytes) : field recorderorg.jboss.axis.message.RPCParamElementImpl@0x19c32260 (123 bytes) : field recorderorg.jboss.axis.message.SOAPBodyAxisImpl@0x19c32160 (121 bytes) : field recorderorg.jboss.axis.message.RPCElement@0x19c321e0 (124 bytes) : field recorderorg.jboss.axis.encoding.DeserializationContextImpl@0x19c332f0 (67 bytes) : field recorderorg.jboss.axis.message.SAX2EventRecorder$objArrayVector@0x19c33398 (24 bytes) : field this$0 The data structures of our own app are quete bloated, but not to this degree."""	"[""'Usability'""]"
o	"""Another update: powers that be have found a ""powers-that-be-solution"": we're switching to 64-bit memory."""	"[""'Others'""]"
p	"""Hurray."""	"[""'Others'""]"
n	"""@Arkadiy: Don't assume there's a Others in JBoss; assume the Others is in your code."""	"[""'Others'""]"
n	"""You've already identified one 'sub optimal' condition of your software."""	"[""'Others'""]"
n	"""Why can't there be more?"""	"[""'Others'""]"
n	"""My question is: what are you doing running such an old version of JBoss?"""	"[""'Usability'""]"
o	"""It's 2.5 years old."""	"[""'Others'""]"
n	"""You'll often find people a hesitance or even reluctance from people to help with outdated software."""	"[""'Others'""]"
n	"""@Gortok - I did assume our own fault, but that damned array is responsible for half the meory in use, and it has noting to do with us."""	"[""'Others'""]"
n	"""And, the way it's held (see update), it may be allocated for each request in progress-that explains why we fail only when certain number of requests are in progress."""	"[""'Others'""]"
n	"""@cletus: - ""Enterprise"" environment - three dev teams on 3 continent and no one ready to take responsibility."""	"[""'Others'""]"
o	"""Ive just been running a case with bea support on some thing of the same sort."""	"[""'Others'""]"
o	"""The info needed for them to do anything was: JRA recordings, MissionControl MemLeak screenshots, garbage collection logs and any dump files from the jvm."""	"[""'Others'""]"
o	"""Run with the JVM arg -XX:-HeapDumpOnOutOfMemoryError."""	"[""'Others'""]"
o	"""This will give you heap dumps when you run out of memory."""	"[""'Others'""]"
o	"""You can then analyze the heap dump with the _jhat_ tool (it comes with your JDK)."""	"[""'Others'""]"
o	"""Alternatively, you can use the _jconsole_ tool (which also comes with your JDK) to request a heap dump at any time using the memory management MBeans."""	"[""'Others'""]"
o	"""It will tell you what those 4 million objects actually contain which might give you insight into why the software isn't releasing that memory."""	"[""'Others'""]"
n	"""EDIT: It seems you're not the only one with this issue."""	"[""'Others'""]"
o	"""There are 2 Others reports filed with Axis URL_https://issues.apache.org/jira/browse/AXIS-2698 [AXIS-2698] URL_https://issues.apache.org/jira/browse/AXIS-2749 [AXIS-2749] See also URL_https://issues.apache.org/jira/browse/AXIS-1771 [AXIS-1771] , it has some interesting information regarding deserialization and ways to mediate its impact."""	"[""'Others'""]"
o	"""Which version of Axis are you using?"""	"[""'Usability'""]"
o	"""How do you think I've established that SAX2EventRecorder is the culprit?"""	"[""'Others'""]"
n	"""Damn, people around here are getting used to newbie questions and don't expect any better."""	"[""'Others'""]"
